RH03

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10           91         103         10
     2       35       17          7           45          57         10
     3       55       45         13          171         183         10
     4       55       20         19          150         162         10
     5       15       30         26           32          44         10
     6       25       30          3          155         167         10
     7       20       50          5           59          71         10
     8       10       43          9          137         149         10
     9       55       60         16           62          74         10
    10       30       60         16           96         108         10
    11       20       65         12           67          79         10
    12       50       35         19          189         201         10
    13       30       25         23           89         101         10
    14       15       10         20           44          56         10
    15       30        5          8          165         177         10
    16       10       20         19           91         103         10
    17        5       30          2          149         161         10
    18       20       40         12          160         172         10
    19       15       60         17           32          44         10
    20       45       65          9          146         158         10
    21       45       20         11           93         105         10
    22       45       10         18           76          88         10
    23       55        5         29          143         155         10
    24       65       35          3           88         100         10
    25       65       20          6           34          46         10
    26       45       30         17          176         188         10
    27       35       40         16           76          88         10
    28       41       37         16           55          67         10
    29       64       42          9           30          42         10
    30       40       60         21          108         120         10
    31       31       52         27          141         153         10
    32       35       69         23          116         128         10
    33       53       52         11           58          70         10
    34       65       55         14          167         179         10
    35       63       65          8           49          61         10
    36        2       60          5           43          55         10
    37       20       20          8          188         200         10
    38        5        5         16           43          55         10
    39       60       12         31           72          84         10
    40       40       25          9          192         204         10
    41       42        7          5          149         161         10
    42       24       12          5          175         187         10
    43       23        3          7           52          64         10
    44       11       14         18           75          87         10
    45        6       38         16           75          87         10
    46        2       48          1           82          94         10
    47        8       56         27          122         134         10
    48       13       52         36           28          40         10
    49        6       68         30          104         116         10
    50       47       47         13           53          65         10
    51       49       58         10          145         157         10
    52       27       43          9          153         165         10
    53       37       31         14           58          70         10
    54       57       29         18           92         104         10
    55       63       23          2           59          71         10
    56       53       12          6           29          41         10
    57       32       12          7          140         152         10
    58       36       26         18           78          90         10
    59       21       24         28          173         185         10
    60       17       34          3           74          86         10
    61       12       24         13          174         186         10
    62       24       58         19           87          99         10
    63       27       69         10           71          83         10
    64       15       77          9          128         140         10
    65       62       77         20          108         120         10
    66       49       73         25          119         131         10
    67       67        5         25          152         164         10
    68       56       39         36          106         118         10
    69       37       47          6           12          24         10
    70       37       56          5          112         124         10
    71       57       68         15           73          85         10
    72       47       16         25           76          88         10
    73       44       17          9           58          70         10
    74       46       13          8          132         144         10
    75       49       11         18           90         102         10
    76       49       42         13           56          68         10
    77       53       43         14           36          48         10
    78       61       52          3           43          55         10
    79       57       48         23          146         158         10
    80       56       37          6          164         176         10
    81       55       54         26          122         134         10
    82       15       47         16           97         109         10
    83       14       37         11           66          78         10
    84       11       31          7           41          53         10
    85       16       22         41          145         157         10
    86        4       18         35          150         162         10
    87       28       18         26           89         101         10
    88       26       52          9          128         140         10
    89       26       35         15           73          85         10
    90       31       67          3           50          62         10
    91       15       19          1           69          81         10
    92       22       22          2          125         137         10
    93       18       24         22          187         199         10
    94       26       27         27           68          80         10
    95       25       24         20          188         200         10
    96       22       27         11          163         175         10
    97       25       21         12          195         207         10
    98       19       21         10          180         192         10
    99       20       26          9           74          86         10
   100       18       18         17           95         107         10
