RCH07_ACC

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       40       50          0            0         240          0
     1       25       85         20           65          93         10
     2       22       75         30           44          72         10
     3       22       85         10           52          80         10
     4       20       80         40          103         131         10
     5       20       85         20          148         176         10
     6       18       75         20           33          61         10
     7       15       75         20          105         133         10
     8       15       80         10          157         185         10
     9       10       35         20           70          98         10
    10       10       40         30          151         179         10
    11        8       40         40          108         136         10
    12        8       45         20          107         135         10
    13        5       35         10          140         168         10
    14        5       45         10          157         185         10
    15        2       40         20          102         130         10
    16        0       40         20          162         190         10
    17        0       45         20           60          88         10
    18       44        5         20          160         188         10
    19       42       10         40           87         115         10
    20       42       15         10           96         124         10
    21       40        5         10           45          73         10
    22       40       15         40           35          63         10
    23       38        5         30          151         179         10
    24       38       15         10           81         109         10
    25       35        5         20           94         122         10
    26       95       30         30          138         166         10
    27       95       35         20           57          85         10
    28       92       30         10          157         185         10
    29       90       35         10           76         104         10
    30       88       30         10          155         183         10
    31       88       35         20           68          96         10
    32       87       30         10           89         117         10
    33       85       25         10           51          79         10
    34       85       35         30           47          75         10
    35       67       85         20           83         111         10
    36       65       85         40          127         155         10
    37       65       82         10          104         132         10
    38       62       80         30          125         153         10
    39       60       80         10           48          76         10
    40       60       85         30          151         179         10
    41       58       75         20           45          73         10
    42       55       80         10          101         129         10
    43       55       85         20          151         179         10
    44       55       82         10          165         193         10
    45       20       82         10          174         202         10
    46       18       80         10           93         121         10
    47        2       45         10           50          78         10
    48       42        5         10          131         159         10
    49       42       12         10          126         154         10
    50       72       35         30           35          63         10
    51       55       20         19          161         189         10
    52       25       30          3           34          62         10
    53       20       50          5          177         205         10
    54       55       60         16           63          91         10
    55       30       60         16           38          66         10
    56       50       35         19          105         133         10
    57       30       25         23           34          62         10
    58       15       10         20          124         152         10
    59       10       20         19           61          89         10
    60       15       60         17          156         184         10
    61       45       65          9          110         138         10
    62       65       35          3           48          76         10
    63       65       20          6          170         198         10
    64       45       30         17          160         188         10
    65       35       40         16           34          62         10
    66       41       37         16          106         134         10
    67       64       42          9           25          53         10
    68       40       60         21          128         156         10
    69       31       52         27           43          71         10
    70       35       69         23           24          52         10
    71       65       55         14          114         142         10
    72       63       65          8           27          55         10
    73        2       60          5          167         195         10
    74       20       20          8          136         164         10
    75        5        5         16          128         156         10
    76       60       12         31          165         193         10
    77       23        3          7          136         164         10
    78        8       56         27          112         140         10
    79        6       68         30          101         129         10
    80       47       47         13           96         124         10
    81       49       58         10           97         125         10
    82       27       43          9           15          43         10
    83       37       31         14           41          69         10
    84       57       29         18           70          98         10
    85       63       23          2           78         106         10
    86       21       24         28           66          94         10
    87       12       24         13           65          93         10
    88       24       58         19           40          68         10
    89       67        5         25           52          80         10
    90       37       47          6          189         217         10
    91       49       42         13          168         196         10
    92       53       43         14          115         143         10
    93       61       52          3           21          49         10
    94       57       48         23          195         223         10
    95       56       37          6           93         121         10
    96       55       54         26          169         197         10
    97        4       18         35           81         109         10
    98       26       52          9           14          42         10
    99       26       35         15           21          49         10
   100       31       67          3          134         162         10

EVENTS
# TYPE  TRIGGER_TIME  DURATION  MULTIPLIER/SEVERITY  NODES...
ACCIDENT 48.7 71.3 2.04 3 9 13 52 58 59 65 74 75 82 86 87 90 97 99

ACCIDENT 53.8 72.0 2.04 3 61 68 70

