RCH03_ACC

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       40       50          0            0         240          0
     1       25       85         20          164         194         10
     2       22       75         30           97         127         10
     3       22       85         10          131         161         10
     4       20       80         40          140         170         10
     5       20       85         20           51          81         10
     6       18       75         20           35          65         10
     7       15       75         20          139         169         10
     8       15       80         10           39          69         10
     9       10       35         20          169         199         10
    10       10       40         30          173         203         10
    11        8       40         40          156         186         10
    12        8       45         20          127         157         10
    13        5       35         10          146         176         10
    14        5       45         10           67          97         10
    15        2       40         20          149         179         10
    16        0       40         20           87         117         10
    17        0       45         20          149         179         10
    18       44        5         20           51          81         10
    19       42       10         40          150         180         10
    20       42       15         10          146         176         10
    21       40        5         10          115         145         10
    22       40       15         40          177         207         10
    23       38        5         30          113         143         10
    24       38       15         10           90         120         10
    25       35        5         20           93         123         10
    26       95       30         30          125         155         10
    27       95       35         20           57          87         10
    28       92       30         10          139         169         10
    29       90       35         10          123         153         10
    30       88       30         10          161         191         10
    31       88       35         20           71         101         10
    32       87       30         10          101         131         10
    33       85       25         10          115         145         10
    34       85       35         30          107         137         10
    35       67       85         20          140         170         10
    36       65       85         40          112         142         10
    37       65       82         10           42          72         10
    38       62       80         30          104         134         10
    39       60       80         10          129         159         10
    40       60       85         30           40          70         10
    41       58       75         20           57          87         10
    42       55       80         10           34          64         10
    43       55       85         20          131         161         10
    44       55       82         10           35          65         10
    45       20       82         10          130         160         10
    46       18       80         10           62          92         10
    47        2       45         10          101         131         10
    48       42        5         10          147         177         10
    49       42       12         10           70         100         10
    50       72       35         30          109         139         10
    51       55       20         19           34          64         10
    52       25       30          3          180         210         10
    53       20       50          5           73         103         10
    54       55       60         16          105         135         10
    55       30       60         16          135         165         10
    56       50       35         19          103         133         10
    57       30       25         23           39          69         10
    58       15       10         20           85         115         10
    59       10       20         19          168         198         10
    60       15       60         17           27          57         10
    61       45       65          9          196         226         10
    62       65       35          3          168         198         10
    63       65       20          6          153         183         10
    64       45       30         17           85         115         10
    65       35       40         16           79         109         10
    66       41       37         16          167         197         10
    67       64       42          9          136         166         10
    68       40       60         21          156         186         10
    69       31       52         27            9          39         10
    70       35       69         23          102         132         10
    71       65       55         14          165         195         10
    72       63       65          8          137         167         10
    73        2       60          5          100         130         10
    74       20       20          8           85         115         10
    75        5        5         16           57          87         10
    76       60       12         31           62          92         10
    77       23        3          7           63          93         10
    78        8       56         27          161         191         10
    79        6       68         30           96         126         10
    80       47       47         13           29          59         10
    81       49       58         10           88         118         10
    82       27       43          9          108         138         10
    83       37       31         14           19          49         10
    84       57       29         18          107         137         10
    85       63       23          2          153         183         10
    86       21       24         28           35          65         10
    87       12       24         13           73         103         10
    88       24       58         19           46          76         10
    89       67        5         25           91         121         10
    90       37       47          6           71         101         10
    91       49       42         13          129         159         10
    92       53       43         14          157         187         10
    93       61       52          3           93         123         10
    94       57       48         23           52          82         10
    95       56       37          6           21          51         10
    96       55       54         26          102         132         10
    97        4       18         35           66          96         10
    98       26       52          9          176         206         10
    99       26       35         15           21          51         10
   100       31       67          3          154         184         10

EVENTS
# TYPE  TRIGGER_TIME  DURATION  MULTIPLIER/SEVERITY  NODES...
ACCIDENT 68.7 43.0 5.88 5 18 19 20 21 22 23 24 25 48 49 57 64 66 77 83

ACCIDENT 89.4 54.2 5.88 5 26 27 28 29 31 34 67 71 93 94 96

ACCIDENT 78.5 48.8 2.04 3 61 68 70

