RH08

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10           15          30         10
     2       35       17          7          110         125         10
     3       55       45         13          174         189         10
     4       55       20         19          126         141         10
     5       15       30         26          140         155         10
     6       25       30          3           44          59         10
     7       20       50          5          162         177         10
     8       10       43          9           45          60         10
     9       55       60         16           88         103         10
    10       30       60         16          137         152         10
    11       20       65         12           54          69         10
    12       50       35         19          107         122         10
    13       30       25         23          182         197         10
    14       15       10         20          134         149         10
    15       30        5          8           89         104         10
    16       10       20         19          156         171         10
    17        5       30          2           71          86         10
    18       20       40         12          165         180         10
    19       15       60         17          119         134         10
    20       45       65          9           47          62         10
    21       45       20         11          108         123         10
    22       45       10         18          110         125         10
    23       55        5         29           62          77         10
    24       65       35          3           57          72         10
    25       65       20          6          152         167         10
    26       45       30         17          150         165         10
    27       35       40         16           23          38         10
    28       41       37         16           36          51         10
    29       64       42          9           99         114         10
    30       40       60         21          182         197         10
    31       31       52         27          156         171         10
    32       35       69         23          117         132         10
    33       53       52         11           65          80         10
    34       65       55         14           49          64         10
    35       63       65          8           80          95         10
    36        2       60          5           55          70         10
    37       20       20          8          166         181         10
    38        5        5         16           44          59         10
    39       60       12         31           45          60         10
    40       40       25          9           73          88         10
    41       42        7          5           46          61         10
    42       24       12          5           96         111         10
    43       23        3          7          121         136         10
    44       11       14         18          164         179         10
    45        6       38         16          175         190         10
    46        2       48          1           86         101         10
    47        8       56         27          133         148         10
    48       13       52         36           35          50         10
    49        6       68         30           45          60         10
    50       47       47         13           98         113         10
    51       49       58         10          149         164         10
    52       27       43          9          141         156         10
    53       37       31         14          187         202         10
    54       57       29         18           70          85         10
    55       63       23          2           54          69         10
    56       53       12          6           51          66         10
    57       32       12          7           74          89         10
    58       36       26         18           80          95         10
    59       21       24         28           70          85         10
    60       17       34          3           37          52         10
    61       12       24         13          133         148         10
    62       24       58         19           60          75         10
    63       27       69         10          170         185         10
    64       15       77          9           86         101         10
    65       62       77         20           98         113         10
    66       49       73         25          151         166         10
    67       67        5         25           44          59         10
    68       56       39         36          190         205         10
    69       37       47          6          172         187         10
    70       37       56          5           48          63         10
    71       57       68         15           45          60         10
    72       47       16         25           60          75         10
    73       44       17          9           37          52         10
    74       46       13          8           69          84         10
    75       49       11         18           61          76         10
    76       49       42         13          195         210         10
    77       53       43         14           93         108         10
    78       61       52          3           63          78         10
    79       57       48         23          115         130         10
    80       56       37          6           80          95         10
    81       55       54         26          119         134         10
    82       15       47         16           23          38         10
    83       14       37         11          108         123         10
    84       11       31          7           71          86         10
    85       16       22         41           79          94         10
    86        4       18         35           88         103         10
    87       28       18         26          165         180         10
    88       26       52          9          178         193         10
    89       26       35         15           74          89         10
    90       31       67          3          134         149         10
    91       15       19          1           89         104         10
    92       22       22          2           63          78         10
    93       18       24         22          164         179         10
    94       26       27         27           24          39         10
    95       25       24         20           35          50         10
    96       22       27         11          197         212         10
    97       25       21         12           25          40         10
    98       19       21         10          111         126         10
    99       20       26          9          139         154         10
   100       18       18         17           87         102         10
