RCH08_ACC

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       40       50          0            0         240          0
     1       25       85         20           38          68         10
     2       22       75         30           79         109         10
     3       22       85         10          117         147         10
     4       20       80         40          155         185         10
     5       20       85         20           84         114         10
     6       18       75         20          123         153         10
     7       15       75         20           82         112         10
     8       15       80         10          146         176         10
     9       10       35         20           86         116         10
    10       10       40         30           69          99         10
    11        8       40         40          163         193         10
    12        8       45         20           74         104         10
    13        5       35         10           94         124         10
    14        5       45         10           57          87         10
    15        2       40         20           77         107         10
    16        0       40         20          142         172         10
    17        0       45         20           77         107         10
    18       44        5         20          139         169         10
    19       42       10         40          132         162         10
    20       42       15         10           35          65         10
    21       40        5         10          126         156         10
    22       40       15         40          104         134         10
    23       38        5         30           48          78         10
    24       38       15         10          124         154         10
    25       35        5         20           99         129         10
    26       95       30         30           89         119         10
    27       95       35         20          121         151         10
    28       92       30         10          117         147         10
    29       90       35         10           71         101         10
    30       88       30         10          148         178         10
    31       88       35         20           50          80         10
    32       87       30         10           72         102         10
    33       85       25         10           51          81         10
    34       85       35         30          136         166         10
    35       67       85         20          106         136         10
    36       65       85         40           85         115         10
    37       65       82         10          158         188         10
    38       62       80         30           68          98         10
    39       60       80         10           40          70         10
    40       60       85         30           51          81         10
    41       58       75         20           31          61         10
    42       55       80         10          127         157         10
    43       55       85         20          123         153         10
    44       55       82         10          144         174         10
    45       20       82         10           96         126         10
    46       18       80         10          100         130         10
    47        2       45         10          126         156         10
    48       42        5         10           85         115         10
    49       42       12         10          175         205         10
    50       72       35         30          155         185         10
    51       55       20         19          155         185         10
    52       25       30          3           82         112         10
    53       20       50          5          194         224         10
    54       55       60         16           28          58         10
    55       30       60         16          194         224         10
    56       50       35         19           18          48         10
    57       30       25         23           37          67         10
    58       15       10         20           55          85         10
    59       10       20         19          156         186         10
    60       15       60         17          136         166         10
    61       45       65          9           57          87         10
    62       65       35          3           32          62         10
    63       65       20          6          139         169         10
    64       45       30         17           36          66         10
    65       35       40         16           74         104         10
    66       41       37         16           92         122         10
    67       64       42          9          167         197         10
    68       40       60         21          125         155         10
    69       31       52         27           55          85         10
    70       35       69         23           31          61         10
    71       65       55         14           45          75         10
    72       63       65          8          166         196         10
    73        2       60          5           62          92         10
    74       20       20          8          172         202         10
    75        5        5         16           83         113         10
    76       60       12         31           74         104         10
    77       23        3          7          123         153         10
    78        8       56         27          182         212         10
    79        6       68         30          146         176         10
    80       47       47         13           14          44         10
    81       49       58         10           90         120         10
    82       27       43          9           20          50         10
    83       37       31         14           74         104         10
    84       57       29         18          168         198         10
    85       63       23          2          153         183         10
    86       21       24         28           39          69         10
    87       12       24         13           57          87         10
    88       24       58         19           48          78         10
    89       67        5         25           52          82         10
    90       37       47          6            4          34         10
    91       49       42         13           82         112         10
    92       53       43         14           92         122         10
    93       61       52          3          152         182         10
    94       57       48         23          186         216         10
    95       56       37          6          134         164         10
    96       55       54         26           28          58         10
    97        4       18         35          118         148         10
    98       26       52          9          195         225         10
    99       26       35         15          101         131         10
   100       31       67          3          125         155         10

EVENTS
# TYPE  TRIGGER_TIME  DURATION  MULTIPLIER/SEVERITY  NODES...
ACCIDENT 143.6 50.7 5.88 5 1 2 3 4 5 6 7 8 45 46 55 79 88 100

ACCIDENT 147.2 43.8 1.2 2 9 13 52 58 59 65 74 75 82 86 87 90 97 99

