RH08_ACC

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10          137         147         10
     2       35       17          7          168         178         10
     3       55       45         13           93         103         10
     4       55       20         19           32          42         10
     5       15       30         26          193         203         10
     6       25       30          3           61          71         10
     7       20       50          5           88          98         10
     8       10       43          9          112         122         10
     9       55       60         16          147         157         10
    10       30       60         16           61          71         10
    11       20       65         12           35          45         10
    12       50       35         19           16          26         10
    13       30       25         23          101         111         10
    14       15       10         20          175         185         10
    15       30        5          8           41          51         10
    16       10       20         19           85          95         10
    17        5       30          2          161         171         10
    18       20       40         12          131         141         10
    19       15       60         17           91         101         10
    20       45       65          9           32          42         10
    21       45       20         11          133         143         10
    22       45       10         18          160         170         10
    23       55        5         29           36          46         10
    24       65       35          3          120         130         10
    25       65       20          6           61          71         10
    26       45       30         17          158         168         10
    27       35       40         16          155         165         10
    28       41       37         16          118         128         10
    29       64       42          9           30          40         10
    30       40       60         21           26          36         10
    31       31       52         27           94         104         10
    32       35       69         23           72          82         10
    33       53       52         11          109         119         10
    34       65       55         14          161         171         10
    35       63       65          8           70          80         10
    36        2       60          5           62          72         10
    37       20       20          8          169         179         10
    38        5        5         16           86          96         10
    39       60       12         31          115         125         10
    40       40       25          9           77          87         10
    41       42        7          5          118         128         10
    42       24       12          5           63          73         10
    43       23        3          7          117         127         10
    44       11       14         18          129         139         10
    45        6       38         16           83          93         10
    46        2       48          1          130         140         10
    47        8       56         27           38          48         10
    48       13       52         36           39          49         10
    49        6       68         30           57          67         10
    50       47       47         13           48          58         10
    51       49       58         10           32          42         10
    52       27       43          9          139         149         10
    53       37       31         14          146         156         10
    54       57       29         18           76          86         10
    55       63       23          2          104         114         10
    56       53       12          6           49          59         10
    57       32       12          7          162         172         10
    58       36       26         18           21          31         10
    59       21       24         28          109         119         10
    60       17       34          3          164         174         10
    61       12       24         13           51          61         10
    62       24       58         19          187         197         10
    63       27       69         10          109         119         10
    64       15       77          9           69          79         10
    65       62       77         20          103         113         10
    66       49       73         25          100         110         10
    67       67        5         25          102         112         10
    68       56       39         36           40          50         10
    69       37       47          6           58          68         10
    70       37       56          5           22          32         10
    71       57       68         15           40          50         10
    72       47       16         25          144         154         10
    73       44       17          9           20          30         10
    74       46       13          8           77          87         10
    75       49       11         18          100         110         10
    76       49       42         13          181         191         10
    77       53       43         14          137         147         10
    78       61       52          3          110         120         10
    79       57       48         23          136         146         10
    80       56       37          6          168         178         10
    81       55       54         26          114         124         10
    82       15       47         16           58          68         10
    83       14       37         11          167         177         10
    84       11       31          7          154         164         10
    85       16       22         41          121         131         10
    86        4       18         35           45          55         10
    87       28       18         26          139         149         10
    88       26       52          9          191         201         10
    89       26       35         15          189         199         10
    90       31       67          3           92         102         10
    91       15       19          1          122         132         10
    92       22       22          2          113         123         10
    93       18       24         22           98         108         10
    94       26       27         27           22          32         10
    95       25       24         20           38          48         10
    96       22       27         11           86          96         10
    97       25       21         12           76          86         10
    98       19       21         10           55          65         10
    99       20       26          9          156         166         10
   100       18       18         17           86          96         10

EVENTS
# TYPE  TRIGGER_TIME  DURATION  MULTIPLIER/SEVERITY  NODES...
ACCIDENT 101.1 55.6 5.88 5 5 8 17 18 45 46 60 83 84 89

ACCIDENT 116.6 9.4 5.88 5 2 15 22 41 43 57 58 87

ACCIDENT 115.9 63.7 2.04 3 2 15 22 41 43 57 58 87

