RCH05

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       40       50          0            0         240          0
     1       25       85         20           86         116         10
     2       22       75         30           89         119         10
     3       22       85         10          146         176         10
     4       20       80         40          137         167         10
     5       20       85         20          143         173         10
     6       18       75         20           76         106         10
     7       15       75         20           35          65         10
     8       15       80         10          167         197         10
     9       10       35         20          147         177         10
    10       10       40         30          139         169         10
    11        8       40         40          119         149         10
    12        8       45         20          167         197         10
    13        5       35         10           38          68         10
    14        5       45         10           67          97         10
    15        2       40         20           48          78         10
    16        0       40         20          170         200         10
    17        0       45         20           40          70         10
    18       44        5         20           45          75         10
    19       42       10         40          131         161         10
    20       42       15         10           62          92         10
    21       40        5         10           67          97         10
    22       40       15         40           70         100         10
    23       38        5         30          110         140         10
    24       38       15         10          168         198         10
    25       35        5         20           50          80         10
    26       95       30         30           76         106         10
    27       95       35         20           57          87         10
    28       92       30         10           69          99         10
    29       90       35         10          160         190         10
    30       88       30         10           83         113         10
    31       88       35         20           98         128         10
    32       87       30         10           92         122         10
    33       85       25         10          118         148         10
    34       85       35         30           47          77         10
    35       67       85         20           87         117         10
    36       65       85         40          144         174         10
    37       65       82         10          108         138         10
    38       62       80         30           69          99         10
    39       60       80         10          109         139         10
    40       60       85         30           52          82         10
    41       58       75         20           64          94         10
    42       55       80         10           97         127         10
    43       55       85         20          153         183         10
    44       55       82         10          168         198         10
    45       20       82         10           47          77         10
    46       18       80         10           37          67         10
    47        2       45         10          167         197         10
    48       42        5         10          153         183         10
    49       42       12         10           89         119         10
    50       72       35         30          141         171         10
    51       55       20         19          177         207         10
    52       25       30          3           41          71         10
    53       20       50          5           92         122         10
    54       55       60         16           28          58         10
    55       30       60         16           82         112         10
    56       50       35         19          148         178         10
    57       30       25         23          150         180         10
    58       15       10         20          166         196         10
    59       10       20         19          149         179         10
    60       15       60         17           63          93         10
    61       45       65          9           44          74         10
    62       65       35          3           88         118         10
    63       65       20          6           52          82         10
    64       45       30         17           21          51         10
    65       35       40         16           20          50         10
    66       41       37         16           70         100         10
    67       64       42          9          181         211         10
    68       40       60         21           10          40         10
    69       31       52         27          176         206         10
    70       35       69         23          191         221         10
    71       65       55         14          111         141         10
    72       63       65          8           48          78         10
    73        2       60          5           46          76         10
    74       20       20          8          121         151         10
    75        5        5         16          127         157         10
    76       60       12         31           99         129         10
    77       23        3          7          127         157         10
    78        8       56         27          172         202         10
    79        6       68         30           73         103         10
    80       47       47         13          147         177         10
    81       49       58         10           88         118         10
    82       27       43          9           89         119         10
    83       37       31         14           29          59         10
    84       57       29         18           28          58         10
    85       63       23          2          113         143         10
    86       21       24         28          115         145         10
    87       12       24         13           77         107         10
    88       24       58         19          176         206         10
    89       67        5         25          160         190         10
    90       37       47          6            4          34         10
    91       49       42         13           28          58         10
    92       53       43         14           35          65         10
    93       61       52          3           31          61         10
    94       57       48         23           48          78         10
    95       56       37          6          173         203         10
    96       55       54         26          124         154         10
    97        4       18         35          121         151         10
    98       26       52          9           14          44         10
    99       26       35         15           62          92         10
   100       31       67          3          169         199         10
