RCM02

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       40       50          0            0         240          0
     1       25       85         20           63         103         10
     2       22       75         30          135         175         10
     3       22       85         10          145         185         10
     4       20       80         40          111         151         10
     5       20       85         20           69         109         10
     6       18       75         20          121         161         10
     7       15       75         20          130         170         10
     8       15       80         10           57          97         10
     9       10       35         20           78         118         10
    10       10       40         30          152         192         10
    11        8       40         40          157         197         10
    12        8       45         20          100         140         10
    13        5       35         10          108         148         10
    14        5       45         10          155         195         10
    15        2       40         20           61         101         10
    16        0       40         20          164         204         10
    17        0       45         20           40          80         10
    18       44        5         20           45          85         10
    19       42       10         40           40          80         10
    20       42       15         10           35          75         10
    21       40        5         10           94         134         10
    22       40       15         40          167         207         10
    23       38        5         30          162         202         10
    24       38       15         10          158         198         10
    25       35        5         20           86         126         10
    26       95       30         30           93         133         10
    27       95       35         20           96         136         10
    28       92       30         10          141         181         10
    29       90       35         10          127         167         10
    30       88       30         10           52          92         10
    31       88       35         20           88         128         10
    32       87       30         10           54          94         10
    33       85       25         10           62         102         10
    34       85       35         30          100         140         10
    35       67       85         20          118         158         10
    36       65       85         40          133         173         10
    37       65       82         10           68         108         10
    38       62       80         30          160         200         10
    39       60       80         10           36          76         10
    40       60       85         30          141         181         10
    41       58       75         20          165         205         10
    42       55       80         10          126         166         10
    43       55       85         20           93         133         10
    44       55       82         10           99         139         10
    45       20       82         10           38          78         10
    46       18       80         10          151         191         10
    47        2       45         10          163         203         10
    48       42        5         10          122         162         10
    49       42       12         10           38          78         10
    50       72       35         30          126         166         10
    51       55       20         19          153         193         10
    52       25       30          3          163         203         10
    53       20       50          5          163         203         10
    54       55       60         16           68         108         10
    55       30       60         16          128         168         10
    56       50       35         19          176         216         10
    57       30       25         23          145         185         10
    58       15       10         20           70         110         10
    59       10       20         19          142         182         10
    60       15       60         17           47          87         10
    61       45       65          9          155         195         10
    62       65       35          3           29          69         10
    63       65       20          6           74         114         10
    64       45       30         17           54          94         10
    65       35       40         16           35          75         10
    66       41       37         16          196         236         10
    67       64       42          9           44          84         10
    68       40       60         21           54          94         10
    69       31       52         27           84         124         10
    70       35       69         23           98         138         10
    71       65       55         14          154         194         10
    72       63       65          8          161         201         10
    73        2       60          5          156         196         10
    74       20       20          8          124         164         10
    75        5        5         16          124         164         10
    76       60       12         31           43          83         10
    77       23        3          7          156         196         10
    78        8       56         27           67         107         10
    79        6       68         30           79         119         10
    80       47       47         13           53          93         10
    81       49       58         10          198         238         10
    82       27       43          9           61         101         10
    83       37       31         14           19          59         10
    84       57       29         18           32          72         10
    85       63       23          2           98         138         10
    86       21       24         28          130         170         10
    87       12       24         13           38          78         10
    88       24       58         19           18          58         10
    89       67        5         25          121         161         10
    90       37       47          6          112         152         10
    91       49       42         13          157         197         10
    92       53       43         14          129         169         10
    93       61       52          3           21          61         10
    94       57       48         23          115         155         10
    95       56       37          6           61         101         10
    96       55       54         26          137         177         10
    97        4       18         35           78         118         10
    98       26       52          9          188         228         10
    99       26       35         15          132         172         10
   100       31       67          3          152         192         10
