RM09

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10           30          50         10
     2       35       17          7          125         145         10
     3       55       45         13          150         170         10
     4       55       20         19           40          60         10
     5       15       30         26          169         189         10
     6       25       30          3           79          99         10
     7       20       50          5           42          62         10
     8       10       43          9           85         105         10
     9       55       60         16          161         181         10
    10       30       60         16          148         168         10
    11       20       65         12          128         148         10
    12       50       35         19           28          48         10
    13       30       25         23           82         102         10
    14       15       10         20          112         132         10
    15       30        5          8           97         117         10
    16       10       20         19           87         107         10
    17        5       30          2           74          94         10
    18       20       40         12           16          36         10
    19       15       60         17          113         133         10
    20       45       65          9          123         143         10
    21       45       20         11          180         200         10
    22       45       10         18           76          96         10
    23       55        5         29           93         113         10
    24       65       35          3          164         184         10
    25       65       20          6           51          71         10
    26       45       30         17           11          31         10
    27       35       40         16           93         113         10
    28       41       37         16          202         222         10
    29       64       42          9          142         162         10
    30       40       60         21           81         101         10
    31       31       52         27          159         179         10
    32       35       69         23          129         149         10
    33       53       52         11           25          45         10
    34       65       55         14          168         188         10
    35       63       65          8           71          91         10
    36        2       60          5           42          62         10
    37       20       20          8           88         108         10
    38        5        5         16          142         162         10
    39       60       12         31           89         109         10
    40       40       25          9           91         111         10
    41       42        7          5           60          80         10
    42       24       12          5           83         103         10
    43       23        3          7           79          99         10
    44       11       14         18           35          55         10
    45        6       38         16          143         163         10
    46        2       48          1          169         189         10
    47        8       56         27           89         109         10
    48       13       52         36           89         109         10
    49        6       68         30          122         142         10
    50       47       47         13          123         143         10
    51       49       58         10          118         138         10
    52       27       43          9          160         180         10
    53       37       31         14          161         181         10
    54       57       29         18           24          44         10
    55       63       23          2          160         180         10
    56       53       12          6          131         151         10
    57       32       12          7           23          43         10
    58       36       26         18          144         164         10
    59       21       24         28          170         190         10
    60       17       34          3          110         130         10
    61       12       24         13          103         123         10
    62       24       58         19           58          78         10
    63       27       69         10          157         177         10
    64       15       77          9          104         124         10
    65       62       77         20           62          82         10
    66       49       73         25           40          60         10
    67       67        5         25           44          64         10
    68       56       39         36           90         110         10
    69       37       47          6           76          96         10
    70       37       56          5          137         157         10
    71       57       68         15           98         118         10
    72       47       16         25           84         104         10
    73       44       17          9           52          72         10
    74       46       13          8           62          82         10
    75       49       11         18          140         160         10
    76       49       42         13          123         143         10
    77       53       43         14          128         148         10
    78       61       52          3           79          99         10
    79       57       48         23          175         195         10
    80       56       37          6          152         172         10
    81       55       54         26          160         180         10
    82       15       47         16          125         145         10
    83       14       37         11          168         188         10
    84       11       31          7           29          49         10
    85       16       22         41           73          93         10
    86        4       18         35           63          83         10
    87       28       18         26          125         145         10
    88       26       52          9          170         190         10
    89       26       35         15          156         176         10
    90       31       67          3          158         178         10
    91       15       19          1           68          88         10
    92       22       22          2           82         102         10
    93       18       24         22          113         133         10
    94       26       27         27          131         151         10
    95       25       24         20          189         209         10
    96       22       27         11           34          54         10
    97       25       21         12          104         124         10
    98       19       21         10           71          91         10
    99       20       26          9           41          61         10
   100       18       18         17          118         138         10
