RCH11_ACC

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       40       50          0            0         240          0
     1       25       85         20           38          63         10
     2       22       75         30          138         163         10
     3       22       85         10           86         111         10
     4       20       80         40          122         147         10
     5       20       85         20           40          65         10
     6       18       75         20          151         176         10
     7       15       75         20          135         160         10
     8       15       80         10          118         143         10
     9       10       35         20          183         208         10
    10       10       40         30          176         201         10
    11        8       40         40          149         174         10
    12        8       45         20           78         103         10
    13        5       35         10          100         125         10
    14        5       45         10          171         196         10
    15        2       40         20          113         138         10
    16        0       40         20          102         127         10
    17        0       45         20           40          65         10
    18       44        5         20          148         173         10
    19       42       10         40          130         155         10
    20       42       15         10           70          95         10
    21       40        5         10          124         149         10
    22       40       15         40           36          61         10
    23       38        5         30           71          96         10
    24       38       15         10           47          72         10
    25       35        5         20           72          97         10
    26       95       30         30           59          84         10
    27       95       35         20           66          91         10
    28       92       30         10           73          98         10
    29       90       35         10           90         115         10
    30       88       30         10          125         150         10
    31       88       35         20          108         133         10
    32       87       30         10          147         172         10
    33       85       25         10          139         164         10
    34       85       35         30           47          72         10
    35       67       85         20          155         180         10
    36       65       85         40          117         142         10
    37       65       82         10          115         140         10
    38       62       80         30           63          88         10
    39       60       80         10           60          85         10
    40       60       85         30          165         190         10
    41       58       75         20           93         118         10
    42       55       80         10           53          78         10
    43       55       85         20          160         185         10
    44       55       82         10          103         128         10
    45       20       82         10          137         162         10
    46       18       80         10          168         193         10
    47        2       45         10           77         102         10
    48       42        5         10           93         118         10
    49       42       12         10           83         108         10
    50       72       35         30           75         100         10
    51       55       20         19           62          87         10
    52       25       30          3           54          79         10
    53       20       50          5           96         121         10
    54       55       60         16           28          53         10
    55       30       60         16           25          50         10
    56       50       35         19          145         170         10
    57       30       25         23           34          59         10
    58       15       10         20           93         118         10
    59       10       20         19           68          93         10
    60       15       60         17           45          70         10
    61       45       65          9          146         171         10
    62       65       35          3           29          54         10
    63       65       20          6          109         134         10
    64       45       30         17           41          66         10
    65       35       40         16           67          92         10
    66       41       37         16           26          51         10
    67       64       42          9          167         192         10
    68       40       60         21          203         228         10
    69       31       52         27          126         151         10
    70       35       69         23           80         105         10
    71       65       55         14          142         167         10
    72       63       65          8           27          52         10
    73        2       60          5           62          87         10
    74       20       20          8           85         110         10
    75        5        5         16           57          82         10
    76       60       12         31           86         111         10
    77       23        3          7          118         143         10
    78        8       56         27          174         199         10
    79        6       68         30          164         189         10
    80       47       47         13          128         153         10
    81       49       58         10           86         111         10
    82       27       43          9           32          57         10
    83       37       31         14           81         106         10
    84       57       29         18          174         199         10
    85       63       23          2          125         150         10
    86       21       24         28           85         110         10
    87       12       24         13          143         168         10
    88       24       58         19          105         130         10
    89       67        5         25          104         129         10
    90       37       47          6           64          89         10
    91       49       42         13           52          77         10
    92       53       43         14           22          47         10
    93       61       52          3          182         207         10
    94       57       48         23           82         107         10
    95       56       37          6          149         174         10
    96       55       54         26           83         108         10
    97        4       18         35          135         160         10
    98       26       52          9          190         215         10
    99       26       35         15           56          81         10
   100       31       67          3          119         144         10

EVENTS
# TYPE  TRIGGER_TIME  DURATION  MULTIPLIER/SEVERITY  NODES...
ACCIDENT 102.9 67.7 1.2 2 26 27 28 29 31 34 67 71 93 94 96

ACCIDENT 125.4 39.3 2.04 3 26 27 28 29 31 34 67 71 93 94 96

