RE08

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10           15          70         10
     2       35       17          7           60         115         10
     3       55       45         13          102         157         10
     4       55       20         19          141         196         10
     5       15       30         26           64         119         10
     6       25       30          3          110         165         10
     7       20       50          5           63         118         10
     8       10       43          9          134         189         10
     9       55       60         16           69         124         10
    10       30       60         16           51         106         10
    11       20       65         12          142         197         10
    12       50       35         19           52         107         10
    13       30       25         23           75         130         10
    14       15       10         20           40          95         10
    15       30        5          8           58         113         10
    16       10       20         19          129         184         10
    17        5       30          2           58         113         10
    18       20       40         12          135         190         10
    19       15       60         17          116         171         10
    20       45       65          9           32          87         10
    21       45       20         11          116         171         10
    22       45       10         18           86         141         10
    23       55        5         29           36          91         10
    24       65       35          3          106         161         10
    25       65       20          6           81         136         10
    26       45       30         17           64         119         10
    27       35       40         16          121         176         10
    28       41       37         16          113         168         10
    29       64       42          9           46         101         10
    30       40       60         21          147         202         10
    31       31       52         27           17          72         10
    32       35       69         23           49         104         10
    33       53       52         11           25          80         10
    34       65       55         14          122         177         10
    35       63       65          8           89         144         10
    36        2       60          5           68         123         10
    37       20       20          8          152         207         10
    38        5        5         16           54         109         10
    39       60       12         31           34          89         10
    40       40       25          9           18          73         10
    41       42        7          5           29          84         10
    42       24       12          5          110         165         10
    43       23        3          7          105         160         10
    44       11       14         18          126         181         10
    45        6       38         16           78         133         10
    46        2       48          1           82         137         10
    47        8       56         27          108         163         10
    48       13       52         36           65         120         10
    49        6       68         30          147         202         10
    50       47       47         13          146         201         10
    51       49       58         10          138         193         10
    52       27       43          9           63         118         10
    53       37       31         14          175         230         10
    54       57       29         18           23          78         10
    55       63       23          2          157         212         10
    56       53       12          6           29          84         10
    57       32       12          7           23          78         10
    58       36       26         18           16          71         10
    59       21       24         28          153         208         10
    60       17       34          3          120         175         10
    61       12       24         13           46         101         10
    62       24       58         19           25          80         10
    63       27       69         10          121         176         10
    64       15       77          9           47         102         10
    65       62       77         20           67         122         10
    66       49       73         25           77         132         10
    67       67        5         25          132         187         10
    68       56       39         36          103         158         10
    69       37       47          6           41          96         10
    70       37       56          5           21          76         10
    71       57       68         15           40          95         10
    72       47       16         25          149         204         10
    73       44       17          9           37          92         10
    74       46       13          8          160         215         10
    75       49       11         18           58         113         10
    76       49       42         13           49         104         10
    77       53       43         14          114         169         10
    78       61       52          3          161         216         10
    79       57       48         23          133         188         10
    80       56       37          6           21          76         10
    81       55       54         26           74         129         10
    82       15       47         16           23          78         10
    83       14       37         11           58         113         10
    84       11       31          7          149         204         10
    85       16       22         41          140         195         10
    86        4       18         35           35          90         10
    87       28       18         26           31          86         10
    88       26       52          9           33          88         10
    89       26       35         15            9          64         10
    90       31       67          3           32          87         10
    91       15       19          1           67         122         10
    92       22       22          2           76         131         10
    93       18       24         22          132         187         10
    94       26       27         27          168         223         10
    95       25       24         20          117         172         10
    96       22       27         11           15          70         10
    97       25       21         12          107         162         10
    98       19       21         10          166         221         10
    99       20       26          9           84         139         10
   100       18       18         17          105         160         10
