RH01

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10           48          56         10
     2       35       17          7          141         149         10
     3       55       45         13           85          93         10
     4       55       20         19           29          37         10
     5       15       30         26          169         177         10
     6       25       30          3          173         181         10
     7       20       50          5          147         155         10
     8       10       43          9          147         155         10
     9       55       60         16          111         119         10
    10       30       60         16          128         136         10
    11       20       65         12           34          42         10
    12       50       35         19          128         136         10
    13       30       25         23          172         180         10
    14       15       10         20           32          40         10
    15       30        5          8           38          46         10
    16       10       20         19          126         134         10
    17        5       30          2           60          68         10
    18       20       40         12           39          47         10
    19       15       60         17           49          57         10
    20       45       65          9          126         134         10
    21       45       20         11           63          71         10
    22       45       10         18          172         180         10
    23       55        5         29          105         113         10
    24       65       35          3          136         144         10
    25       65       20          6           77          85         10
    26       45       30         17          109         117         10
    27       35       40         16           59          67         10
    28       41       37         16          182         190         10
    29       64       42          9          161         169         10
    30       40       60         21           83          91         10
    31       31       52         27           17          25         10
    32       35       69         23           83          91         10
    33       53       52         11          110         118         10
    34       65       55         14          118         126         10
    35       63       65          8          159         167         10
    36        2       60          5          124         132         10
    37       20       20          8          141         149         10
    38        5        5         16           89          97         10
    39       60       12         31           34          42         10
    40       40       25          9          157         165         10
    41       42        7          5          150         158         10
    42       24       12          5          102         110         10
    43       23        3          7          151         159         10
    44       11       14         18           71          79         10
    45        6       38         16           46          54         10
    46        2       48          1           42          50         10
    47        8       56         27          162         170         10
    48       13       52         36           65          73         10
    49        6       68         30           62          70         10
    50       47       47         13          152         160         10
    51       49       58         10          162         170         10
    52       27       43          9           57          65         10
    53       37       31         14          108         116         10
    54       57       29         18          161         169         10
    55       63       23          2           73          81         10
    56       53       12          6          145         153         10
    57       32       12          7           80          88         10
    58       36       26         18           74          82         10
    59       21       24         28           51          59         10
    60       17       34          3          103         111         10
    61       12       24         13          173         181         10
    62       24       58         19          136         144         10
    63       27       69         10           89          97         10
    64       15       77          9           48          56         10
    65       62       77         20           87          95         10
    66       49       73         25          149         157         10
    67       67        5         25          138         146         10
    68       56       39         36          107         115         10
    69       37       47          6          110         118         10
    70       37       56          5          125         133         10
    71       57       68         15           78          86         10
    72       47       16         25          114         122         10
    73       44       17          9           92         100         10
    74       46       13          8          102         110         10
    75       49       11         18           58          66         10
    76       49       42         13           95         103         10
    77       53       43         14           86          94         10
    78       61       52          3          160         168         10
    79       57       48         23          137         145         10
    80       56       37          6          102         110         10
    81       55       54         26           58          66         10
    82       15       47         16           44          52         10
    83       14       37         11           38          46         10
    84       11       31          7          131         139         10
    85       16       22         41           30          38         10
    86        4       18         35           63          71         10
    87       28       18         26           51          59         10
    88       26       52          9          164         172         10
    89       26       35         15          100         108         10
    90       31       67          3          172         180         10
    91       15       19          1           89          97         10
    92       22       22          2          181         189         10
    93       18       24         22           75          83         10
    94       26       27         27           99         107         10
    95       25       24         20           15          23         10
    96       22       27         11           86          94         10
    97       25       21         12           93         101         10
    98       19       21         10          155         163         10
    99       20       26          9           22          30         10
   100       18       18         17          109         117         10
