RE05

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10          113         168         10
     2       35       17          7          173         228         10
     3       55       45         13          155         210         10
     4       55       20         19           53         108         10
     5       15       30         26           21          76         10
     6       25       30          3           17          72         10
     7       20       50          5           37          92         10
     8       10       43          9          104         159         10
     9       55       60         16           70         125         10
    10       30       60         16           99         154         10
    11       20       65         12           34          89         10
    12       50       35         19          127         182         10
    13       30       25         23           21          76         10
    14       15       10         20           46         101         10
    15       30        5          8           84         139         10
    16       10       20         19           29          84         10
    17        5       30          2          121         176         10
    18       20       40         12           87         142         10
    19       15       60         17           66         121         10
    20       45       65          9           72         127         10
    21       45       20         11           86         141         10
    22       45       10         18           62         117         10
    23       55        5         29          141         196         10
    24       65       35          3          141         196         10
    25       65       20          6           51         106         10
    26       45       30         17          132         187         10
    27       35       40         16           17          72         10
    28       41       37         16           21          76         10
    29       64       42          9           69         124         10
    30       40       60         21           41          96         10
    31       31       52         27           68         123         10
    32       35       69         23          105         160         10
    33       53       52         11           25          80         10
    34       65       55         14          142         197         10
    35       63       65          8           64         119         10
    36        2       60          5          101         156         10
    37       20       20          8           21          76         10
    38        5        5         16           42          97         10
    39       60       12         31           83         138         10
    40       40       25          9          152         207         10
    41       42        7          5          134         189         10
    42       24       12          5           37          92         10
    43       23        3          7           34          89         10
    44       11       14         18           73         128         10
    45        6       38         16          156         211         10
    46        2       48          1           86         141         10
    47        8       56         27           45         100         10
    48       13       52         36          120         175         10
    49        6       68         30           55         110         10
    50       47       47         13           17          72         10
    51       49       58         10          112         167         10
    52       27       43          9           58         113         10
    53       37       31         14           75         130         10
    54       57       29         18          132         187         10
    55       63       23          2           77         132         10
    56       53       12          6          123         178         10
    57       32       12          7          104         159         10
    58       36       26         18            9          64         10
    59       21       24         28           18          73         10
    60       17       34          3           41          96         10
    61       12       24         13           87         142         10
    62       24       58         19          167         222         10
    63       27       69         10          151         206         10
    64       15       77          9          100         155         10
    65       62       77         20           91         146         10
    66       49       73         25           71         126         10
    67       67        5         25           47         102         10
    68       56       39         36           36          91         10
    69       37       47          6           58         113         10
    70       37       56          5           21          76         10
    71       57       68         15           40          95         10
    72       47       16         25           70         125         10
    73       44       17          9          147         202         10
    74       46       13          8           55         110         10
    75       49       11         18           95         150         10
    76       49       42         13           16          71         10
    77       53       43         14           26          81         10
    78       61       52          3           31          86         10
    79       57       48         23           41          96         10
    80       56       37          6          114         169         10
    81       55       54         26          134         189         10
    82       15       47         16           84         139         10
    83       14       37         11           23          78         10
    84       11       31          7           86         141         10
    85       16       22         41          156         211         10
    86        4       18         35           35          90         10
    87       28       18         26          126         181         10
    88       26       52          9           19          74         10
    89       26       35         15           68         123         10
    90       31       67          3           95         150         10
    91       15       19          1           48         103         10
    92       22       22          2           87         142         10
    93       18       24         22           75         130         10
    94       26       27         27           12          67         10
    95       25       24         20           45         100         10
    96       22       27         11           81         136         10
    97       25       21         12          160         215         10
    98       19       21         10           22          77         10
    99       20       26          9           17          72         10
   100       18       18         17           79         134         10
