RH05_ACC

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10          191         203         10
     2       35       17          7          176         188         10
     3       55       45         13           36          48         10
     4       55       20         19           92         104         10
     5       15       30         26           60          72         10
     6       25       30          3           74          86         10
     7       20       50          5          161         173         10
     8       10       43          9          135         147         10
     9       55       60         16          174         186         10
    10       30       60         16           69          81         10
    11       20       65         12           66          78         10
    12       50       35         19          139         151         10
    13       30       25         23          193         205         10
    14       15       10         20          175         187         10
    15       30        5          8           98         110         10
    16       10       20         19           59          71         10
    17        5       30          2           47          59         10
    18       20       40         12           72          84         10
    19       15       60         17           63          75         10
    20       45       65          9           32          44         10
    21       45       20         11           37          49         10
    22       45       10         18          114         126         10
    23       55        5         29          147         159         10
    24       65       35          3           64          76         10
    25       65       20          6          177         189         10
    26       45       30         17           85          97         10
    27       35       40         16          198         210         10
    28       41       37         16           42          54         10
    29       64       42          9           52          64         10
    30       40       60         21          104         116         10
    31       31       52         27          146         158         10
    32       35       69         23          121         133         10
    33       53       52         11          132         144         10
    34       65       55         14          140         152         10
    35       63       65          8          140         152         10
    36        2       60          5           82          94         10
    37       20       20          8           57          69         10
    38        5        5         16           53          65         10
    39       60       12         31          161         173         10
    40       40       25          9           49          61         10
    41       42        7          5           99         111         10
    42       24       12          5           31          43         10
    43       23        3          7          142         154         10
    44       11       14         18           71          83         10
    45        6       38         16          172         184         10
    46        2       48          1           41          53         10
    47        8       56         27          180         192         10
    48       13       52         36          127         139         10
    49        6       68         30          132         144         10
    50       47       47         13          190         202         10
    51       49       58         10          183         195         10
    52       27       43          9           17          29         10
    53       37       31         14           39          51         10
    54       57       29         18          166         178         10
    55       63       23          2          104         116         10
    56       53       12          6           86          98         10
    57       32       12          7           44          56         10
    58       36       26         18          176         188         10
    59       21       24         28          172         184         10
    60       17       34          3          151         163         10
    61       12       24         13          177         189         10
    62       24       58         19           52          64         10
    63       27       69         10          145         157         10
    64       15       77          9          167         179         10
    65       62       77         20          147         159         10
    66       49       73         25           57          69         10
    67       67        5         25           55          67         10
    68       56       39         36           95         107         10
    69       37       47          6           12          24         10
    70       37       56          5           75          87         10
    71       57       68         15          114         126         10
    72       47       16         25          173         185         10
    73       44       17          9          185         197         10
    74       46       13          8           76          88         10
    75       49       11         18          144         156         10
    76       49       42         13           40          52         10
    77       53       43         14          185         197         10
    78       61       52          3          102         114         10
    79       57       48         23          116         128         10
    80       56       37          6           49          61         10
    81       55       54         26          186         198         10
    82       15       47         16          139         151         10
    83       14       37         11          162         174         10
    84       11       31          7          143         155         10
    85       16       22         41           84          96         10
    86        4       18         35           35          47         10
    87       28       18         26          149         161         10
    88       26       52          9           38          50         10
    89       26       35         15           65          77         10
    90       31       67          3           69          81         10
    91       15       19          1          187         199         10
    92       22       22          2          189         201         10
    93       18       24         22          182         194         10
    94       26       27         27           57          69         10
    95       25       24         20           21          33         10
    96       22       27         11          173         185         10
    97       25       21         12          112         124         10
    98       19       21         10          140         152         10
    99       20       26          9          193         205         10
   100       18       18         17          102         114         10

EVENTS
# TYPE  TRIGGER_TIME  DURATION  MULTIPLIER/SEVERITY  NODES...
ACCIDENT 110.0 56.9 2.04 3 2 15 22 41 43 57 58 87

ACCIDENT 126.3 46.5 1.2 2 4 21 23 25 26 39 40 53 55 56 67 72 73 74 75

ACCIDENT 122.5 48.9 2.04 3 2 15 22 41 43 57 58 87

