RH03_ACC

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10          130         140         10
     2       35       17          7           18          28         10
     3       55       45         13           78          88         10
     4       55       20         19           54          64         10
     5       15       30         26           78          88         10
     6       25       30          3           39          49         10
     7       20       50          5          165         175         10
     8       10       43          9          169         179         10
     9       55       60         16           47          57         10
    10       30       60         16          103         113         10
    11       20       65         12          174         184         10
    12       50       35         19          111         121         10
    13       30       25         23          169         179         10
    14       15       10         20          162         172         10
    15       30        5          8          101         111         10
    16       10       20         19          112         122         10
    17        5       30          2          144         154         10
    18       20       40         12           83          93         10
    19       15       60         17          159         169         10
    20       45       65          9           34          44         10
    21       45       20         11          111         121         10
    22       45       10         18          182         192         10
    23       55        5         29          126         136         10
    24       65       35          3          100         110         10
    25       65       20          6           97         107         10
    26       45       30         17          168         178         10
    27       35       40         16          143         153         10
    28       41       37         16           75          85         10
    29       64       42          9           82          92         10
    30       40       60         21           82          92         10
    31       31       52         27           96         106         10
    32       35       69         23          145         155         10
    33       53       52         11           82          92         10
    34       65       55         14          141         151         10
    35       63       65          8          101         111         10
    36        2       60          5           46          56         10
    37       20       20          8           35          45         10
    38        5        5         16           72          82         10
    39       60       12         31           58          68         10
    40       40       25          9           18          28         10
    41       42        7          5           90         100         10
    42       24       12          5           34          44         10
    43       23        3          7           71          81         10
    44       11       14         18          166         176         10
    45        6       38         16          119         129         10
    46        2       48          1           91         101         10
    47        8       56         27          115         125         10
    48       13       52         36          158         168         10
    49        6       68         30           78          88         10
    50       47       47         13          162         172         10
    51       49       58         10           50          60         10
    52       27       43          9           36          46         10
    53       37       31         14          169         179         10
    54       57       29         18          112         122         10
    55       63       23          2           93         103         10
    56       53       12          6          171         181         10
    57       32       12          7          107         117         10
    58       36       26         18          133         143         10
    59       21       24         28          165         175         10
    60       17       34          3          188         198         10
    61       12       24         13          129         139         10
    62       24       58         19           30          40         10
    63       27       69         10           52          62         10
    64       15       77          9          153         163         10
    65       62       77         20          130         140         10
    66       49       73         25           43          53         10
    67       67        5         25          113         123         10
    68       56       39         36           67          77         10
    69       37       47          6           12          22         10
    70       37       56          5           40          50         10
    71       57       68         15          171         181         10
    72       47       16         25           70          80         10
    73       44       17          9          189         199         10
    74       46       13          8          118         128         10
    75       49       11         18          160         170         10
    76       49       42         13           99         109         10
    77       53       43         14           39          49         10
    78       61       52          3           84          94         10
    79       57       48         23           83          93         10
    80       56       37          6          159         169         10
    81       55       54         26          151         161         10
    82       15       47         16          127         137         10
    83       14       37         11          126         136         10
    84       11       31          7          141         151         10
    85       16       22         41          188         198         10
    86        4       18         35           50          60         10
    87       28       18         26          111         121         10
    88       26       52          9          111         121         10
    89       26       35         15           89          99         10
    90       31       67          3          165         175         10
    91       15       19          1           43          53         10
    92       22       22          2          106         116         10
    93       18       24         22          143         153         10
    94       26       27         27          107         117         10
    95       25       24         20          194         204         10
    96       22       27         11          151         161         10
    97       25       21         12          124         134         10
    98       19       21         10          114         124         10
    99       20       26          9          114         124         10
   100       18       18         17          180         190         10

EVENTS
# TYPE  TRIGGER_TIME  DURATION  MULTIPLIER/SEVERITY  NODES...
ACCIDENT 128.9 43.5 5.88 5 6 13 14 16 37 38 42 44 59 61 85 86 91 92 93 94 95 96 97 98 99 100

ACCIDENT 142.9 34.7 5.88 5 2 15 22 41 43 57 58 87

