RH07_ACC

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10          162         171         10
     2       35       17          7          145         154         10
     3       55       45         13          172         181         10
     4       55       20         19           77          86         10
     5       15       30         26           67          76         10
     6       25       30          3           61          70         10
     7       20       50          5          111         120         10
     8       10       43          9          102         111         10
     9       55       60         16          131         140         10
    10       30       60         16          188         197         10
    11       20       65         12          126         135         10
    12       50       35         19          118         127         10
    13       30       25         23           43          52         10
    14       15       10         20          126         135         10
    15       30        5          8          146         155         10
    16       10       20         19           42          51         10
    17        5       30          2           94         103         10
    18       20       40         12          174         183         10
    19       15       60         17          121         130         10
    20       45       65          9          117         126         10
    21       45       20         11          185         194         10
    22       45       10         18           36          45         10
    23       55        5         29          103         112         10
    24       65       35          3           94         103         10
    25       65       20          6           42          51         10
    26       45       30         17           82          91         10
    27       35       40         16          125         134         10
    28       41       37         16          194         203         10
    29       64       42          9          134         143         10
    30       40       60         21           70          79         10
    31       31       52         27           77          86         10
    32       35       69         23          132         141         10
    33       53       52         11           68          77         10
    34       65       55         14          149         158         10
    35       63       65          8          144         153         10
    36        2       60          5          139         148         10
    37       20       20          8          192         201         10
    38        5        5         16          126         135         10
    39       60       12         31          101         110         10
    40       40       25          9          145         154         10
    41       42        7          5          140         149         10
    42       24       12          5          179         188         10
    43       23        3          7          145         154         10
    44       11       14         18          113         122         10
    45        6       38         16          138         147         10
    46        2       48          1           44          53         10
    47        8       56         27           86          95         10
    48       13       52         36          144         153         10
    49        6       68         30           67          76         10
    50       47       47         13          111         120         10
    51       49       58         10          164         173         10
    52       27       43          9           52          61         10
    53       37       31         14          108         117         10
    54       57       29         18          141         150         10
    55       63       23          2          136         145         10
    56       53       12          6          158         167         10
    57       32       12          7          172         181         10
    58       36       26         18          140         149         10
    59       21       24         28          120         129         10
    60       17       34          3           23          32         10
    61       12       24         13          161         170         10
    62       24       58         19          112         121         10
    63       27       69         10          101         110         10
    64       15       77          9          141         150         10
    65       62       77         20           59          68         10
    66       49       73         25          112         121         10
    67       67        5         25          169         178         10
    68       56       39         36          135         144         10
    69       37       47          6          191         200         10
    70       37       56          5          100         109         10
    71       57       68         15          169         178         10
    72       47       16         25           74          83         10
    73       44       17          9          174         183         10
    74       46       13          8          135         144         10
    75       49       11         18          186         195         10
    76       49       42         13           93         102         10
    77       53       43         14          190         199         10
    78       61       52          3           78          87         10
    79       57       48         23           26          35         10
    80       56       37          6           74          83         10
    81       55       54         26          182         191         10
    82       15       47         16           44          53         10
    83       14       37         11           94         103         10
    84       11       31          7          129         138         10
    85       16       22         41          147         156         10
    86        4       18         35          143         152         10
    87       28       18         26          103         112         10
    88       26       52          9          138         147         10
    89       26       35         15          192         201         10
    90       31       67          3           34          43         10
    91       15       19          1           46          55         10
    92       22       22          2          183         192         10
    93       18       24         22          175         184         10
    94       26       27         27          122         131         10
    95       25       24         20           39          48         10
    96       22       27         11           90          99         10
    97       25       21         12          181         190         10
    98       19       21         10          190         199         10
    99       20       26          9          114         123         10
   100       18       18         17          110         119         10

EVENTS
# TYPE  TRIGGER_TIME  DURATION  MULTIPLIER/SEVERITY  NODES...
ACCIDENT 53.5 57.3 2.04 3 6 13 14 16 37 38 42 44 59 61 85 86 91 92 93 94 95 96 97 98 99 100

ACCIDENT 57.6 57.8 2.04 3 10 20 27 30 31 32 63 66 69 70 90

