RE10

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10           33          78         10
     2       35       17          7           65         110         10
     3       55       45         13          150         195         10
     4       55       20         19           25          70         10
     5       15       30         26           21          66         10
     6       25       30          3          116         161         10
     7       20       50          5          163         208         10
     8       10       43          9          165         210         10
     9       55       60         16          139         184         10
    10       30       60         16           65         110         10
    11       20       65         12          111         156         10
    12       50       35         19          173         218         10
    13       30       25         23          116         161         10
    14       15       10         20           79         124         10
    15       30        5          8          150         195         10
    16       10       20         19           61         106         10
    17        5       30          2          157         202         10
    18       20       40         12          128         173         10
    19       15       60         17          111         156         10
    20       45       65          9           81         126         10
    21       45       20         11           62         107         10
    22       45       10         18           88         133         10
    23       55        5         29          125         170         10
    24       65       35          3           44          89         10
    25       65       20          6           93         138         10
    26       45       30         17           63         108         10
    27       35       40         16           49          94         10
    28       41       37         16           43          88         10
    29       64       42          9          150         195         10
    30       40       60         21          144         189         10
    31       31       52         27          140         185         10
    32       35       69         23          140         185         10
    33       53       52         11          120         165         10
    34       65       55         14          133         178         10
    35       63       65          8           41          86         10
    36        2       60          5          146         191         10
    37       20       20          8          110         155         10
    38        5        5         16           98         143         10
    39       60       12         31           34          79         10
    40       40       25          9          166         211         10
    41       42        7          5           48          93         10
    42       24       12          5          111         156         10
    43       23        3          7          137         182         10
    44       11       14         18           79         124         10
    45        6       38         16          113         158         10
    46        2       48          1          149         194         10
    47        8       56         27          140         185         10
    48       13       52         36           46          91         10
    49        6       68         30           85         130         10
    50       47       47         13          113         158         10
    51       49       58         10           37          82         10
    52       27       43          9          167         212         10
    53       37       31         14          185         230         10
    54       57       29         18           62         107         10
    55       63       23          2           69         114         10
    56       53       12          6          155         200         10
    57       32       12          7           46          91         10
    58       36       26         18           82         127         10
    59       21       24         28           59         104         10
    60       17       34          3           20          65         10
    61       12       24         13          100         145         10
    62       24       58         19          117         162         10
    63       27       69         10           37          82         10
    64       15       77          9          141         186         10
    65       62       77         20          137         182         10
    66       49       73         25          154         199         10
    67       67        5         25           44          89         10
    68       56       39         36           21          66         10
    69       37       47          6           98         143         10
    70       37       56          5          148         193         10
    71       57       68         15           95         140         10
    72       47       16         25           54          99         10
    73       44       17          9           26          71         10
    74       46       13          8          123         168         10
    75       49       11         18          165         210         10
    76       49       42         13          129         174         10
    77       53       43         14           20          65         10
    78       61       52          3           31          76         10
    79       57       48         23           87         132         10
    80       56       37          6           21          66         10
    81       55       54         26           39          84         10
    82       15       47         16           68         113         10
    83       14       37         11           72         117         10
    84       11       31          7          118         163         10
    85       16       22         41          100         145         10
    86        4       18         35           65         110         10
    87       28       18         26          134         179         10
    88       26       52          9           19          64         10
    89       26       35         15           26          71         10
    90       31       67          3           47          92         10
    91       15       19          1          146         191         10
    92       22       22          2          165         210         10
    93       18       24         22           89         134         10
    94       26       27         27          148         193         10
    95       25       24         20           40          85         10
    96       22       27         11           30          75         10
    97       25       21         12           17          62         10
    98       19       21         10           25          70         10
    99       20       26          9           30          75         10
   100       18       18         17           33          78         10
