RE03

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10          153         223         10
     2       35       17          7           72         142         10
     3       55       45         13          111         181         10
     4       55       20         19          118         188         10
     5       15       30         26           21          91         10
     6       25       30          3           11          81         10
     7       20       50          5          118         188         10
     8       10       43          9           26          96         10
     9       55       60         16          142         212         10
    10       30       60         16          149         219         10
    11       20       65         12          128         198         10
    12       50       35         19          106         176         10
    13       30       25         23          134         204         10
    14       15       10         20           42         112         10
    15       30        5          8          126         196         10
    16       10       20         19           61         131         10
    17        5       30          2          127         197         10
    18       20       40         12           16          86         10
    19       15       60         17          128         198         10
    20       45       65          9          120         190         10
    21       45       20         11           95         165         10
    22       45       10         18          155         225         10
    23       55        5         29           89         159         10
    24       65       35          3           65         135         10
    25       65       20          6           68         138         10
    26       45       30         17          119         189         10
    27       35       40         16            5          75         10
    28       41       37         16          143         213         10
    29       64       42          9          105         175         10
    30       40       60         21          156         226         10
    31       31       52         27           34         104         10
    32       35       69         23           76         146         10
    33       53       52         11           95         165         10
    34       65       55         14           82         152         10
    35       63       65          8          114         184         10
    36        2       60          5           86         156         10
    37       20       20          8           21          91         10
    38        5        5         16           79         149         10
    39       60       12         31          103         173         10
    40       40       25          9           11          81         10
    41       42        7          5           33         103         10
    42       24       12          5           25          95         10
    43       23        3          7          105         175         10
    44       11       14         18           32         102         10
    45        6       38         16          106         176         10
    46        2       48          1           39         109         10
    47        8       56         27           76         146         10
    48       13       52         36          131         201         10
    49        6       68         30           49         119         10
    50       47       47         13           85         155         10
    51       49       58         10           27          97         10
    52       27       43          9          160         230         10
    53       37       31         14           45         115         10
    54       57       29         18           80         150         10
    55       63       23          2          102         172         10
    56       53       12          6           78         148         10
    57       32       12          7           23          93         10
    58       36       26         18           52         122         10
    59       21       24         28          160         230         10
    60       17       34          3           18          88         10
    61       12       24         13          157         227         10
    62       24       58         19          141         211         10
    63       27       69         10          127         197         10
    64       15       77          9           65         135         10
    65       62       77         20           63         133         10
    66       49       73         25          121         191         10
    67       67        5         25          102         172         10
    68       56       39         36          122         192         10
    69       37       47          6           12          82         10
    70       37       56          5           77         147         10
    71       57       68         15          126         196         10
    72       47       16         25          112         182         10
    73       44       17          9           75         145         10
    74       46       13          8           59         129         10
    75       49       11         18           28          98         10
    76       49       42         13           25          95         10
    77       53       43         14           24          94         10
    78       61       52          3          133         203         10
    79       57       48         23           70         140         10
    80       56       37          6           21          91         10
    81       55       54         26           65         135         10
    82       15       47         16           82         152         10
    83       14       37         11           21          91         10
    84       11       31          7           82         152         10
    85       16       22         41          132         202         10
    86        4       18         35           35         105         10
    87       28       18         26           43         113         10
    88       26       52          9           24          94         10
    89       26       35         15           60         130         10
    90       31       67          3           54         124         10
    91       15       19          1           99         169         10
    92       22       22          2          127         197         10
    93       18       24         22           69         139         10
    94       26       27         27           27          97         10
    95       25       24         20           15          85         10
    96       22       27         11           77         147         10
    97       25       21         12           27          97         10
    98       19       21         10          141         211         10
    99       20       26          9           17          87         10
   100       18       18         17          124         194         10
