RCM03

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       40       50          0            0         240          0
     1       25       85         20          139         184         10
     2       22       75         30           78         123         10
     3       22       85         10          108         153         10
     4       20       80         40           85         130         10
     5       20       85         20          128         173         10
     6       18       75         20          125         170         10
     7       15       75         20           87         132         10
     8       15       80         10          108         153         10
     9       10       35         20           83         128         10
    10       10       40         30           90         135         10
    11        8       40         40           93         138         10
    12        8       45         20           44          89         10
    13        5       35         10           73         118         10
    14        5       45         10           97         142         10
    15        2       40         20           71         116         10
    16        0       40         20           75         120         10
    17        0       45         20          142         187         10
    18       44        5         20           45          90         10
    19       42       10         40           59         104         10
    20       42       15         10           90         135         10
    21       40        5         10           64         109         10
    22       40       15         40          172         217         10
    23       38        5         30           69         114         10
    24       38       15         10          136         181         10
    25       35        5         20           45          90         10
    26       95       30         30           82         127         10
    27       95       35         20          119         164         10
    28       92       30         10          146         191         10
    29       90       35         10           52          97         10
    30       88       30         10          138         183         10
    31       88       35         20          105         150         10
    32       87       30         10          101         146         10
    33       85       25         10          116         161         10
    34       85       35         30          128         173         10
    35       67       85         20           49          94         10
    36       65       85         40           43          88         10
    37       65       82         10          135         180         10
    38       62       80         30          158         203         10
    39       60       80         10           52          97         10
    40       60       85         30           63         108         10
    41       58       75         20           94         139         10
    42       55       80         10           34          79         10
    43       55       85         20           81         126         10
    44       55       82         10          142         187         10
    45       20       82         10           38          83         10
    46       18       80         10          107         152         10
    47        2       45         10          124         169         10
    48       42        5         10           99         144         10
    49       42       12         10           60         105         10
    50       72       35         30          131         176         10
    51       55       20         19           79         124         10
    52       25       30          3           25          70         10
    53       20       50          5           51          96         10
    54       55       60         16           35          80         10
    55       30       60         16          187         232         10
    56       50       35         19          110         155         10
    57       30       25         23           32          77         10
    58       15       10         20           96         141         10
    59       10       20         19          116         161         10
    60       15       60         17          106         151         10
    61       45       65          9           40          85         10
    62       65       35          3          105         150         10
    63       65       20          6           94         139         10
    64       45       30         17           37          82         10
    65       35       40         16          189         234         10
    66       41       37         16           84         129         10
    67       64       42          9           64         109         10
    68       40       60         21          144         189         10
    69       31       52         27            9          54         10
    70       35       69         23          155         200         10
    71       65       55         14           92         137         10
    72       63       65          8           68         113         10
    73        2       60          5          111         156         10
    74       20       20          8           36          81         10
    75        5        5         16          109         154         10
    76       60       12         31           89         134         10
    77       23        3          7           84         129         10
    78        8       56         27           33          78         10
    79        6       68         30           71         116         10
    80       47       47         13           99         144         10
    81       49       58         10           66         111         10
    82       27       43          9           82         127         10
    83       37       31         14          112         157         10
    84       57       29         18           57         102         10
    85       63       23          2           97         142         10
    86       21       24         28          123         168         10
    87       12       24         13          134         179         10
    88       24       58         19           22          67         10
    89       67        5         25           52          97         10
    90       37       47          6           65         110         10
    91       49       42         13          110         155         10
    92       53       43         14           57         102         10
    93       61       52          3          108         153         10
    94       57       48         23           80         125         10
    95       56       37          6          112         157         10
    96       55       54         26          183         228         10
    97        4       18         35          157         202         10
    98       26       52          9          186         231         10
    99       26       35         15          127         172         10
   100       31       67          3           58         103         10
