RM03

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10           21          51         10
     2       35       17          7          117         147         10
     3       55       45         13          178         208         10
     4       55       20         19           28          58         10
     5       15       30         26           87         117         10
     6       25       30          3           11          41         10
     7       20       50          5           21          51         10
     8       10       43          9           62          92         10
     9       55       60         16           37          67         10
    10       30       60         16          119         149         10
    11       20       65         12          123         153         10
    12       50       35         19           88         118         10
    13       30       25         23          105         135         10
    14       15       10         20           32          62         10
    15       30        5          8          131         161         10
    16       10       20         19           89         119         10
    17        5       30          2          165         195         10
    18       20       40         12           96         126         10
    19       15       60         17           53          83         10
    20       45       65          9          123         153         10
    21       45       20         11          119         149         10
    22       45       10         18           65          95         10
    23       55        5         29           57          87         10
    24       65       35          3          171         201         10
    25       65       20          6          108         138         10
    26       45       30         17           81         111         10
    27       35       40         16           76         106         10
    28       41       37         16          132         162         10
    29       64       42          9          141         171         10
    30       40       60         21          118         148         10
    31       31       52         27          163         193         10
    32       35       69         23           84         114         10
    33       53       52         11          114         144         10
    34       65       55         14           80         110         10
    35       63       65          8          129         159         10
    36        2       60          5          150         180         10
    37       20       20          8           24          54         10
    38        5        5         16          131         161         10
    39       60       12         31          114         144         10
    40       40       25          9           46          76         10
    41       42        7          5           73         103         10
    42       24       12          5           40          70         10
    43       23        3          7           62          92         10
    44       11       14         18           70         100         10
    45        6       38         16          168         198         10
    46        2       48          1          161         191         10
    47        8       56         27          105         135         10
    48       13       52         36           66          96         10
    49        6       68         30          154         184         10
    50       47       47         13          126         156         10
    51       49       58         10           33          63         10
    52       27       43          9           39          69         10
    53       37       31         14          140         170         10
    54       57       29         18           47          77         10
    55       63       23          2           97         127         10
    56       53       12          6          135         165         10
    57       32       12          7          108         138         10
    58       36       26         18           27          57         10
    59       21       24         28           19          49         10
    60       17       34          3           82         112         10
    61       12       24         13          134         164         10
    62       24       58         19           43          73         10
    63       27       69         10           74         104         10
    64       15       77          9           47          77         10
    65       62       77         20          134         164         10
    66       49       73         25          102         132         10
    67       67        5         25          128         158         10
    68       56       39         36           21          51         10
    69       37       47          6           68          98         10
    70       37       56          5           41          71         10
    71       57       68         15          125         155         10
    72       47       16         25          157         187         10
    73       44       17          9           79         109         10
    74       46       13          8           73         103         10
    75       49       11         18          157         187         10
    76       49       42         13          177         207         10
    77       53       43         14           44          74         10
    78       61       52          3           79         109         10
    79       57       48         23          128         158         10
    80       56       37          6           98         128         10
    81       55       54         26          164         194         10
    82       15       47         16           37          67         10
    83       14       37         11          155         185         10
    84       11       31          7           27          57         10
    85       16       22         41           27          57         10
    86        4       18         35           76         106         10
    87       28       18         26           76         106         10
    88       26       52          9           79         109         10
    89       26       35         15          144         174         10
    90       31       67          3           45          75         10
    91       15       19          1          171         201         10
    92       22       22          2           70         100         10
    93       18       24         22          181         211         10
    94       26       27         27          169         199         10
    95       25       24         20           58          88         10
    96       22       27         11           93         123         10
    97       25       21         12          117         147         10
    98       19       21         10           93         123         10
    99       20       26          9          139         169         10
   100       18       18         17          150         180         10
