RCH01_ACC

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       40       50          0            0         240          0
     1       25       85         20          127         152         10
     2       22       75         30          105         130         10
     3       22       85         10           78         103         10
     4       20       80         40           70          95         10
     5       20       85         20          110         135         10
     6       18       75         20           68          93         10
     7       15       75         20          116         141         10
     8       15       80         10           66          91         10
     9       10       35         20          160         185         10
    10       10       40         30           66          91         10
    11        8       40         40          108         133         10
    12        8       45         20          180         205         10
    13        5       35         10           91         116         10
    14        5       45         10          119         144         10
    15        2       40         20          114         139         10
    16        0       40         20           82         107         10
    17        0       45         20           40          65         10
    18       44        5         20           87         112         10
    19       42       10         40           40          65         10
    20       42       15         10          145         170         10
    21       40        5         10          101         126         10
    22       40       15         40           35          60         10
    23       38        5         30          153         178         10
    24       38       15         10           63          88         10
    25       35        5         20          166         191         10
    26       95       30         30          152         177         10
    27       95       35         20           79         104         10
    28       92       30         10          100         125         10
    29       90       35         10           84         109         10
    30       88       30         10          121         146         10
    31       88       35         20           75         100         10
    32       87       30         10          139         164         10
    33       85       25         10          166         191         10
    34       85       35         30          102         127         10
    35       67       85         20           80         105         10
    36       65       85         40          151         176         10
    37       65       82         10           82         107         10
    38       62       80         30          111         136         10
    39       60       80         10           37          62         10
    40       60       85         30          124         149         10
    41       58       75         20          162         187         10
    42       55       80         10           91         116         10
    43       55       85         20           61          86         10
    44       55       82         10          131         156         10
    45       20       82         10          124         149         10
    46       18       80         10           60          85         10
    47        2       45         10          153         178         10
    48       42        5         10          109         134         10
    49       42       12         10          158         183         10
    50       72       35         30          166         191         10
    51       55       20         19           75         100         10
    52       25       30          3          170         195         10
    53       20       50          5           98         123         10
    54       55       60         16          132         157         10
    55       30       60         16           49          74         10
    56       50       35         19          188         213         10
    57       30       25         23           61          86         10
    58       15       10         20           83         108         10
    59       10       20         19          164         189         10
    60       15       60         17           27          52         10
    61       45       65          9           68          93         10
    62       65       35          3          179         204         10
    63       65       20          6           60          85         10
    64       45       30         17          115         140         10
    65       35       40         16           54          79         10
    66       41       37         16           90         115         10
    67       64       42          9          114         139         10
    68       40       60         21           74          99         10
    69       31       52         27          109         134         10
    70       35       69         23          114         139         10
    71       65       55         14          168         193         10
    72       63       65          8          152         177         10
    73        2       60          5          131         156         10
    74       20       20          8          140         165         10
    75        5        5         16           95         120         10
    76       60       12         31          138         163         10
    77       23        3          7          114         139         10
    78        8       56         27          145         170         10
    79        6       68         30          118         143         10
    80       47       47         13          155         180         10
    81       49       58         10          140         165         10
    82       27       43          9          188         213         10
    83       37       31         14           19          44         10
    84       57       29         18          143         168         10
    85       63       23          2          176         201         10
    86       21       24         28          146         171         10
    87       12       24         13           69          94         10
    88       24       58         19          177         202         10
    89       67        5         25           96         121         10
    90       37       47          6          168         193         10
    91       49       42         13           69          94         10
    92       53       43         14          100         125         10
    93       61       52          3           49          74         10
    94       57       48         23          102         127         10
    95       56       37          6           21          46         10
    96       55       54         26          126         151         10
    97        4       18         35           89         114         10
    98       26       52          9          128         153         10
    99       26       35         15          170         195         10
   100       31       67          3          133         158         10

EVENTS
# TYPE  TRIGGER_TIME  DURATION  MULTIPLIER/SEVERITY  NODES...
ACCIDENT 138.2 47.7 2.04 3 10 11 12 14 15 16 17 47 53 60 69 73 78 98

ACCIDENT 146.3 63.0 1.2 2 18 19 20 21 22 23 24 25 48 49 57 64 66 77 83

ACCIDENT 160.2 72.0 5.88 5 35 36 37 38 39 40 41 42 43 44 54 72 81

