RCE02

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       40       50          0            0         240          0
     1       25       85         20          132         222         10
     2       22       75         30           31         121         10
     3       22       85         10           79         169         10
     4       20       80         40           65         155         10
     5       20       85         20           40         130         10
     6       18       75         20          111         201         10
     7       15       75         20           35         125         10
     8       15       80         10           70         160         10
     9       10       35         20           99         189         10
    10       10       40         30           32         122         10
    11        8       40         40           43         133         10
    12        8       45         20           32         122         10
    13        5       35         10           38         128         10
    14        5       45         10           35         125         10
    15        2       40         20           39         129         10
    16        0       40         20          104         194         10
    17        0       45         20           88         178         10
    18       44        5         20           52         142         10
    19       42       10         40          142         232         10
    20       42       15         10           74         164         10
    21       40        5         10           61         151         10
    22       40       15         40           35         125         10
    23       38        5         30          130         220         10
    24       38       15         10           35         125         10
    25       35        5         20           45         135         10
    26       95       30         30           80         170         10
    27       95       35         20           77         167         10
    28       92       30         10           56         146         10
    29       90       35         10           77         167         10
    30       88       30         10           81         171         10
    31       88       35         20           50         140         10
    32       87       30         10          115         205         10
    33       85       25         10          116         206         10
    34       85       35         30          110         200         10
    35       67       85         20           60         150         10
    36       65       85         40           43         133         10
    37       65       82         10           65         155         10
    38       62       80         30           37         127         10
    39       60       80         10           36         126         10
    40       60       85         30          142         232         10
    41       58       75         20           31         121         10
    42       55       80         10           57         147         10
    43       55       85         20          109         199         10
    44       55       82         10           56         146         10
    45       20       82         10          123         213         10
    46       18       80         10           72         162         10
    47        2       45         10           38         128         10
    48       42        5         10           69         159         10
    49       42       12         10           38         128         10
    50       72       35         30           67         157         10
    51       55       20         19           59         149         10
    52       25       30          3           40         130         10
    53       20       50          5          150         240         10
    54       55       60         16           68         158         10
    55       30       60         16           14         104         10
    56       50       35         19           64         154         10
    57       30       25         23           52         142         10
    58       15       10         20           47         137         10
    59       10       20         19          116         206         10
    60       15       60         17           90         180         10
    61       45       65          9           16         106         10
    62       65       35          3           29         119         10
    63       65       20          6           79         169         10
    64       45       30         17           37         127         10
    65       35       40         16          144         234         10
    66       41       37         16          117         207         10
    67       64       42          9           71         161         10
    68       40       60         21          102         192         10
    69       31       52         27          139         229         10
    70       35       69         23           20         110         10
    71       65       55         14           51         141         10
    72       63       65          8           39         129         10
    73        2       60          5           45         135         10
    74       20       20          8           74         164         10
    75        5        5         16           57         147         10
    76       60       12         31          113         203         10
    77       23        3          7           85         175         10
    78        8       56         27           82         172         10
    79        6       68         30          112         202         10
    80       47       47         13            8          98         10
    81       49       58         10           43         133         10
    82       27       43          9          118         208         10
    83       37       31         14           70         160         10
    84       57       29         18           55         145         10
    85       63       23          2          147         237         10
    86       21       24         28          121         211         10
    87       12       24         13           38         128         10
    88       24       58         19           68         158         10
    89       67        5         25           52         142         10
    90       37       47          6          106         196         10
    91       49       42         13          150         240         10
    92       53       43         14           74         164         10
    93       61       52          3           87         177         10
    94       57       48         23          150         240         10
    95       56       37          6           79         169         10
    96       55       54         26           16         106         10
    97        4       18         35           95         185         10
    98       26       52          9          150         240         10
    99       26       35         15           34         124         10
   100       31       67          3          150         240         10
