RM08

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10           68         103         10
     2       35       17          7          143         178         10
     3       55       45         13           96         131         10
     4       55       20         19           42          77         10
     5       15       30         26          159         194         10
     6       25       30          3          146         181         10
     7       20       50          5           97         132         10
     8       10       43          9           84         119         10
     9       55       60         16          101         136         10
    10       30       60         16           70         105         10
    11       20       65         12           34          69         10
    12       50       35         19           59          94         10
    13       30       25         23           90         125         10
    14       15       10         20           41          76         10
    15       30        5          8           78         113         10
    16       10       20         19           57          92         10
    17        5       30          2           68         103         10
    18       20       40         12           72         107         10
    19       15       60         17           94         129         10
    20       45       65          9          145         180         10
    21       45       20         11          149         184         10
    22       45       10         18          165         200         10
    23       55        5         29           54          89         10
    24       65       35          3           55          90         10
    25       65       20          6           51          86         10
    26       45       30         17          117         152         10
    27       35       40         16           85         120         10
    28       41       37         16          169         204         10
    29       64       42          9           30          65         10
    30       40       60         21          144         179         10
    31       31       52         27           47          82         10
    32       35       69         23          104         139         10
    33       53       52         11           41          76         10
    34       65       55         14           36          71         10
    35       63       65          8          109         144         10
    36        2       60          5          138         173         10
    37       20       20          8          123         158         10
    38        5        5         16          148         183         10
    39       60       12         31          144         179         10
    40       40       25          9          104         139         10
    41       42        7          5          141         176         10
    42       24       12          5          173         208         10
    43       23        3          7          108         143         10
    44       11       14         18          165         200         10
    45        6       38         16          165         200         10
    46        2       48          1           61          96         10
    47        8       56         27          165         200         10
    48       13       52         36           59          94         10
    49        6       68         30          118         153         10
    50       47       47         13           26          61         10
    51       49       58         10          145         180         10
    52       27       43          9          156         191         10
    53       37       31         14          106         141         10
    54       57       29         18           30          65         10
    55       63       23          2           63          98         10
    56       53       12          6           84         119         10
    57       32       12          7           83         118         10
    58       36       26         18          170         205         10
    59       21       24         28           66         101         10
    60       17       34          3           72         107         10
    61       12       24         13           42          77         10
    62       24       58         19           76         111         10
    63       27       69         10          139         174         10
    64       15       77          9           47          82         10
    65       62       77         20           66         101         10
    66       49       73         25           93         128         10
    67       67        5         25           49          84         10
    68       56       39         36          162         197         10
    69       37       47          6           20          55         10
    70       37       56          5          177         212         10
    71       57       68         15           40          75         10
    72       47       16         25           65         100         10
    73       44       17          9          107         142         10
    74       46       13          8           75         110         10
    75       49       11         18           28          63         10
    76       49       42         13          104         139         10
    77       53       43         14           69         104         10
    78       61       52          3          105         140         10
    79       57       48         23          109         144         10
    80       56       37          6           52          87         10
    81       55       54         26          160         195         10
    82       15       47         16          104         139         10
    83       14       37         11           55          90         10
    84       11       31          7          163         198         10
    85       16       22         41           43          78         10
    86        4       18         35           62          97         10
    87       28       18         26          169         204         10
    88       26       52          9           94         129         10
    89       26       35         15           94         129         10
    90       31       67          3           66         101         10
    91       15       19          1           26          61         10
    92       22       22          2          165         200         10
    93       18       24         22          170         205         10
    94       26       27         27           32          67         10
    95       25       24         20           36          71         10
    96       22       27         11           67         102         10
    97       25       21         12           26          61         10
    98       19       21         10          170         205         10
    99       20       26          9          114         149         10
   100       18       18         17          108         143         10
