RM01

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10          178         198         10
     2       35       17          7           42          62         10
     3       55       45         13          153         173         10
     4       55       20         19          170         190         10
     5       15       30         26           27          47         10
     6       25       30          3          194         214         10
     7       20       50          5           74          94         10
     8       10       43          9          139         159         10
     9       55       60         16           54          74         10
    10       30       60         16          153         173         10
    11       20       65         12          114         134         10
    12       50       35         19          129         149         10
    13       30       25         23          164         184         10
    14       15       10         20          147         167         10
    15       30        5          8          175         195         10
    16       10       20         19          105         125         10
    17        5       30          2           33          53         10
    18       20       40         12           79          99         10
    19       15       60         17           89         109         10
    20       45       65          9          178         198         10
    21       45       20         11           51          71         10
    22       45       10         18          168         188         10
    23       55        5         29           94         114         10
    24       65       35          3           93         113         10
    25       65       20          6          119         139         10
    26       45       30         17          184         204         10
    27       35       40         16           55          75         10
    28       41       37         16           48          68         10
    29       64       42          9          104         124         10
    30       40       60         21           53          73         10
    31       31       52         27           89         109         10
    32       35       69         23          115         135         10
    33       53       52         11          144         164         10
    34       65       55         14          137         157         10
    35       63       65          8           46          66         10
    36        2       60          5          150         170         10
    37       20       20          8           72          92         10
    38        5        5         16           70          90         10
    39       60       12         31           55          75         10
    40       40       25          9           47          67         10
    41       42        7          5           31          51         10
    42       24       12          5          103         123         10
    43       23        3          7           34          54         10
    44       11       14         18           57          77         10
    45        6       38         16          181         201         10
    46        2       48          1           35          55         10
    47        8       56         27          115         135         10
    48       13       52         36           72          92         10
    49        6       68         30          165         185         10
    50       47       47         13           24          44         10
    51       49       58         10          141         161         10
    52       27       43          9           98         118         10
    53       37       31         14           90         110         10
    54       57       29         18          158         178         10
    55       63       23          2           63          83         10
    56       53       12          6          142         162         10
    57       32       12          7           43          63         10
    58       36       26         18           46          66         10
    59       21       24         28           94         114         10
    60       17       34          3           61          81         10
    61       12       24         13          172         192         10
    62       24       58         19           63          83         10
    63       27       69         10           47          67         10
    64       15       77          9          109         129         10
    65       62       77         20          136         156         10
    66       49       73         25          114         134         10
    67       67        5         25           98         118         10
    68       56       39         36           50          70         10
    69       37       47          6           66          86         10
    70       37       56          5           66          86         10
    71       57       68         15          139         159         10
    72       47       16         25          177         197         10
    73       44       17          9           20          40         10
    74       46       13          8           25          45         10
    75       49       11         18          150         170         10
    76       49       42         13           64          84         10
    77       53       43         14          188         208         10
    78       61       52          3           72          92         10
    79       57       48         23           28          48         10
    80       56       37          6           71          91         10
    81       55       54         26          143         163         10
    82       15       47         16           35          55         10
    83       14       37         11           21          41         10
    84       11       31          7           24          44         10
    85       16       22         41           58          78         10
    86        4       18         35           47          67         10
    87       28       18         26           50          70         10
    88       26       52          9           19          39         10
    89       26       35         15           11          31         10
    90       31       67          3          122         142         10
    91       15       19          1          112         132         10
    92       22       22          2           57          77         10
    93       18       24         22          179         199         10
    94       26       27         27          137         157         10
    95       25       24         20          166         186         10
    96       22       27         11          161         181         10
    97       25       21         12           78          98         10
    98       19       21         10          153         173         10
    99       20       26          9          144         164         10
   100       18       18         17           57          77         10
