RCH09_ACC

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       40       50          0            0         240          0
     1       25       85         20           63          95         10
     2       22       75         30           39          71         10
     3       22       85         10          107         139         10
     4       20       80         40          135         167         10
     5       20       85         20          101         133         10
     6       18       75         20           62          94         10
     7       15       75         20           67          99         10
     8       15       80         10           39          71         10
     9       10       35         20          172         204         10
    10       10       40         30          114         146         10
    11        8       40         40           57          89         10
    12        8       45         20           87         119         10
    13        5       35         10          136         168         10
    14        5       45         10           41          73         10
    15        2       40         20          118         150         10
    16        0       40         20          138         170         10
    17        0       45         20          169         201         10
    18       44        5         20           45          77         10
    19       42       10         40           51          83         10
    20       42       15         10          121         153         10
    21       40        5         10           57          89         10
    22       40       15         40           86         118         10
    23       38        5         30          131         163         10
    24       38       15         10          150         182         10
    25       35        5         20           98         130         10
    26       95       30         30           75         107         10
    27       95       35         20          126         158         10
    28       92       30         10          140         172         10
    29       90       35         10           93         125         10
    30       88       30         10          136         168         10
    31       88       35         20           76         108         10
    32       87       30         10          155         187         10
    33       85       25         10           51          83         10
    34       85       35         30           83         115         10
    35       67       85         20          141         173         10
    36       65       85         40           64          96         10
    37       65       82         10          159         191         10
    38       62       80         30           51          83         10
    39       60       80         10           71         103         10
    40       60       85         30          133         165         10
    41       58       75         20           84         116         10
    42       55       80         10           88         120         10
    43       55       85         20           38          70         10
    44       55       82         10           79         111         10
    45       20       82         10          135         167         10
    46       18       80         10           53          85         10
    47        2       45         10          160         192         10
    48       42        5         10          148         180         10
    49       42       12         10          107         139         10
    50       72       35         30          113         145         10
    51       55       20         19           65          97         10
    52       25       30          3          126         158         10
    53       20       50          5          126         158         10
    54       55       60         16           31          63         10
    55       30       60         16          166         198         10
    56       50       35         19          124         156         10
    57       30       25         23           49          81         10
    58       15       10         20           66          98         10
    59       10       20         19           54          86         10
    60       15       60         17           56          88         10
    61       45       65          9          188         220         10
    62       65       35          3          180         212         10
    63       65       20          6          112         144         10
    64       45       30         17          150         182         10
    65       35       40         16           86         118         10
    66       41       37         16           20          52         10
    67       64       42          9           32          64         10
    68       40       60         21          202         234         10
    69       31       52         27          136         168         10
    70       35       69         23           53          85         10
    71       65       55         14          166         198         10
    72       63       65          8          133         165         10
    73        2       60          5           99         131         10
    74       20       20          8          103         135         10
    75        5        5         16          125         157         10
    76       60       12         31           77         109         10
    77       23        3          7           69         101         10
    78        8       56         27          142         174         10
    79        6       68         30           67          99         10
    80       47       47         13          186         218         10
    81       49       58         10          137         169         10
    82       27       43          9          121         153         10
    83       37       31         14           27          59         10
    84       57       29         18          133         165         10
    85       63       23          2           63          95         10
    86       21       24         28           37          69         10
    87       12       24         13          149         181         10
    88       24       58         19           18          50         10
    89       67        5         25          126         158         10
    90       37       47          6            6          38         10
    91       49       42         13           38          70         10
    92       53       43         14          171         203         10
    93       61       52          3           32          64         10
    94       57       48         23          140         172         10
    95       56       37          6           21          53         10
    96       55       54         26          128         160         10
    97        4       18         35           48          80         10
    98       26       52          9           70         102         10
    99       26       35         15           46          78         10
   100       31       67          3          175         207         10

EVENTS
# TYPE  TRIGGER_TIME  DURATION  MULTIPLIER/SEVERITY  NODES...
ACCIDENT 102.3 61.5 5.88 5 10 11 12 14 15 16 17 47 53 60 69 73 78 98

ACCIDENT 105.5 72.0 1.2 2 61 68 70

ACCIDENT 116.5 49.8 5.88 5 30 32 33 50 51 56 62 63 76 80 84 85 89 91 92 95

