RH02_ACC

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10           58          67         10
     2       35       17          7           79          88         10
     3       55       45         13           57          66         10
     4       55       20         19           84          93         10
     5       15       30         26           38          47         10
     6       25       30          3           70          79         10
     7       20       50          5          153         162         10
     8       10       43          9          172         181         10
     9       55       60         16           47          56         10
    10       30       60         16           30          39         10
    11       20       65         12           47          56         10
    12       50       35         19          101         110         10
    13       30       25         23          202         211         10
    14       15       10         20          107         116         10
    15       30        5          8           93         102         10
    16       10       20         19           77          86         10
    17        5       30          2          108         117         10
    18       20       40         12          186         195         10
    19       15       60         17          138         147         10
    20       45       65          9           58          67         10
    21       45       20         11          187         196         10
    22       45       10         18          140         149         10
    23       55        5         29          138         147         10
    24       65       35          3          137         146         10
    25       65       20          6           42          51         10
    26       45       30         17           32          41         10
    27       35       40         16           47          56         10
    28       41       37         16           78          87         10
    29       64       42          9          184         193         10
    30       40       60         21           58          67         10
    31       31       52         27          141         150         10
    32       35       69         23           69          78         10
    33       53       52         11           25          34         10
    34       65       55         14           81          90         10
    35       63       65          8          148         157         10
    36        2       60          5          147         156         10
    37       20       20          8          106         115         10
    38        5        5         16          159         168         10
    39       60       12         31          111         120         10
    40       40       25          9           29          38         10
    41       42        7          5           40          49         10
    42       24       12          5           48          57         10
    43       23        3          7           97         106         10
    44       11       14         18          136         145         10
    45        6       38         16           43          52         10
    46        2       48          1           35          44         10
    47        8       56         27          129         138         10
    48       13       52         36           61          70         10
    49        6       68         30           53          62         10
    50       47       47         13           64          73         10
    51       49       58         10           70          79         10
    52       27       43          9           81          90         10
    53       37       31         14           82          91         10
    54       57       29         18          185         194         10
    55       63       23          2          143         152         10
    56       53       12          6           89          98         10
    57       32       12          7          180         189         10
    58       36       26         18          101         110         10
    59       21       24         28          130         139         10
    60       17       34          3          130         139         10
    61       12       24         13          100         109         10
    62       24       58         19           39          48         10
    63       27       69         10          146         155         10
    64       15       77          9           47          56         10
    65       62       77         20          118         127         10
    66       49       73         25          146         155         10
    67       67        5         25          120         129         10
    68       56       39         36           49          58         10
    69       37       47          6           37          46         10
    70       37       56          5           59          68         10
    71       57       68         15          112         121         10
    72       47       16         25          126         135         10
    73       44       17          9           26          35         10
    74       46       13          8          156         165         10
    75       49       11         18          105         114         10
    76       49       42         13           50          59         10
    77       53       43         14           50          59         10
    78       61       52          3          156         165         10
    79       57       48         23           80          89         10
    80       56       37          6           82          91         10
    81       55       54         26          187         196         10
    82       15       47         16          175         184         10
    83       14       37         11           50          59         10
    84       11       31          7           37          46         10
    85       16       22         41           51          60         10
    86        4       18         35           39          48         10
    87       28       18         26           82          91         10
    88       26       52          9          193         202         10
    89       26       35         15            9          18         10
    90       31       67          3           96         105         10
    91       15       19          1           65          74         10
    92       22       22          2           95         104         10
    93       18       24         22          182         191         10
    94       26       27         27          134         143         10
    95       25       24         20           51          60         10
    96       22       27         11          110         119         10
    97       25       21         12           29          38         10
    98       19       21         10          156         165         10
    99       20       26          9           47          56         10
   100       18       18         17           94         103         10

EVENTS
# TYPE  TRIGGER_TIME  DURATION  MULTIPLIER/SEVERITY  NODES...
ACCIDENT 67.7 44.1 1.2 2 10 20 27 30 31 32 63 66 69 70 90

ACCIDENT 78.9 62.6 1.2 2 4 21 23 25 26 39 40 53 55 56 67 72 73 74 75

ACCIDENT 68.4 41.7 1.2 2 5 8 17 18 45 46 60 83 84 89

