RH13_ACC

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10           84          94         10
     2       35       17          7          194         204         10
     3       55       45         13          187         197         10
     4       55       20         19          164         174         10
     5       15       30         26           32          42         10
     6       25       30          3           25          35         10
     7       20       50          5           70          80         10
     8       10       43          9           49          59         10
     9       55       60         16           90         100         10
    10       30       60         16          131         141         10
    11       20       65         12          172         182         10
    12       50       35         19           53          63         10
    13       30       25         23           54          64         10
    14       15       10         20          139         149         10
    15       30        5          8           36          46         10
    16       10       20         19           38          48         10
    17        5       30          2           57          67         10
    18       20       40         12           19          29         10
    19       15       60         17           43          53         10
    20       45       65          9          117         127         10
    21       45       20         11          133         143         10
    22       45       10         18          124         134         10
    23       55        5         29          109         119         10
    24       65       35          3          144         154         10
    25       65       20          6           89          99         10
    26       45       30         17          100         110         10
    27       35       40         16          131         141         10
    28       41       37         16           79          89         10
    29       64       42          9           42          52         10
    30       40       60         21          103         113         10
    31       31       52         27          123         133         10
    32       35       69         23           73          83         10
    33       53       52         11           82          92         10
    34       65       55         14          121         131         10
    35       63       65          8           65          75         10
    36        2       60          5           73          83         10
    37       20       20          8          119         129         10
    38        5        5         16          101         111         10
    39       60       12         31          127         137         10
    40       40       25          9          158         168         10
    41       42        7          5          101         111         10
    42       24       12          5          137         147         10
    43       23        3          7           57          67         10
    44       11       14         18           42          52         10
    45        6       38         16           93         103         10
    46        2       48          1          160         170         10
    47        8       56         27          114         124         10
    48       13       52         36          169         179         10
    49        6       68         30          161         171         10
    50       47       47         13           62          72         10
    51       49       58         10          138         148         10
    52       27       43          9          134         144         10
    53       37       31         14          121         131         10
    54       57       29         18           78          88         10
    55       63       23          2          163         173         10
    56       53       12          6           69          79         10
    57       32       12          7           72          82         10
    58       36       26         18          195         205         10
    59       21       24         28           59          69         10
    60       17       34          3          112         122         10
    61       12       24         13           25          35         10
    62       24       58         19          124         134         10
    63       27       69         10           80          90         10
    64       15       77          9          111         121         10
    65       62       77         20           93         103         10
    66       49       73         25          167         177         10
    67       67        5         25          104         114         10
    68       56       39         36          159         169         10
    69       37       47          6           57          67         10
    70       37       56          5          140         150         10
    71       57       68         15          126         136         10
    72       47       16         25           75          85         10
    73       44       17          9          102         112         10
    74       46       13          8           73          83         10
    75       49       11         18           86          96         10
    76       49       42         13           83          93         10
    77       53       43         14           44          54         10
    78       61       52          3           67          77         10
    79       57       48         23           79          89         10
    80       56       37          6           76          86         10
    81       55       54         26          129         139         10
    82       15       47         16           51          61         10
    83       14       37         11           89          99         10
    84       11       31          7          151         161         10
    85       16       22         41          127         137         10
    86        4       18         35          162         172         10
    87       28       18         26          115         125         10
    88       26       52          9           50          60         10
    89       26       35         15          181         191         10
    90       31       67          3          122         132         10
    91       15       19          1          161         171         10
    92       22       22          2          141         151         10
    93       18       24         22          146         156         10
    94       26       27         27          140         150         10
    95       25       24         20          196         206         10
    96       22       27         11          196         206         10
    97       25       21         12           91         101         10
    98       19       21         10           97         107         10
    99       20       26          9          141         151         10
   100       18       18         17           56          66         10

EVENTS
# TYPE  TRIGGER_TIME  DURATION  MULTIPLIER/SEVERITY  NODES...
ACCIDENT 28.0 45.1 1.2 2 2 15 22 41 43 57 58 87

ACCIDENT 35.2 6.2 1.2 2 7 11 19 36 47 48 49 52 62 64 82 88

ACCIDENT 37.3 16.5 1.2 2 1 3 9 33 34 35 50 51 65 71 76 77 78 79 81

