RCM01

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       40       50          0            0         240          0
     1       25       85         20           48          83         10
     2       22       75         30          132         167         10
     3       22       85         10           88         123         10
     4       20       80         40           94         129         10
     5       20       85         20          160         195         10
     6       18       75         20           64          99         10
     7       15       75         20           46          81         10
     8       15       80         10           84         119         10
     9       10       35         20          112         147         10
    10       10       40         30          169         204         10
    11        8       40         40          128         163         10
    12        8       45         20           44          79         10
    13        5       35         10           78         113         10
    14        5       45         10          133         168         10
    15        2       40         20           54          89         10
    16        0       40         20           41          76         10
    17        0       45         20          163         198         10
    18       44        5         20          117         152         10
    19       42       10         40           40          75         10
    20       42       15         10          157         192         10
    21       40        5         10          129         164         10
    22       40       15         40           71         106         10
    23       38        5         30           91         126         10
    24       38       15         10           70         105         10
    25       35        5         20           92         127         10
    26       95       30         30          106         141         10
    27       95       35         20           94         129         10
    28       92       30         10           95         130         10
    29       90       35         10          156         191         10
    30       88       30         10          160         195         10
    31       88       35         20           94         129         10
    32       87       30         10          125         160         10
    33       85       25         10           69         104         10
    34       85       35         30          116         151         10
    35       67       85         20           65         100         10
    36       65       85         40          142         177         10
    37       65       82         10          171         206         10
    38       62       80         30           99         134         10
    39       60       80         10           59          94         10
    40       60       85         30           46          81         10
    41       58       75         20          117         152         10
    42       55       80         10           99         134         10
    43       55       85         20          104         139         10
    44       55       82         10           35          70         10
    45       20       82         10           58          93         10
    46       18       80         10           71         106         10
    47        2       45         10          147         182         10
    48       42        5         10          141         176         10
    49       42       12         10           60          95         10
    50       72       35         30          150         185         10
    51       55       20         19           34          69         10
    52       25       30          3           51          86         10
    53       20       50          5          131         166         10
    54       55       60         16          182         217         10
    55       30       60         16          157         192         10
    56       50       35         19           88         123         10
    57       30       25         23           72         107         10
    58       15       10         20          134         169         10
    59       10       20         19           81         116         10
    60       15       60         17           68         103         10
    61       45       65          9          159         194         10
    62       65       35          3          139         174         10
    63       65       20          6           67         102         10
    64       45       30         17           68         103         10
    65       35       40         16           26          61         10
    66       41       37         16          150         185         10
    67       64       42          9          185         220         10
    68       40       60         21           79         114         10
    69       31       52         27          154         189         10
    70       35       69         23          164         199         10
    71       65       55         14           25          60         10
    72       63       65          8          172         207         10
    73        2       60          5          106         141         10
    74       20       20          8           36          71         10
    75        5        5         16           68         103         10
    76       60       12         31           84         119         10
    77       23        3          7           98         133         10
    78        8       56         27          130         165         10
    79        6       68         30           67         102         10
    80       47       47         13           99         134         10
    81       49       58         10           12          47         10
    82       27       43          9          150         185         10
    83       37       31         14           77         112         10
    84       57       29         18          131         166         10
    85       63       23          2           35          70         10
    86       21       24         28          120         155         10
    87       12       24         13          107         142         10
    88       24       58         19           93         128         10
    89       67        5         25          107         142         10
    90       37       47          6          130         165         10
    91       49       42         13           63          98         10
    92       53       43         14           68         103         10
    93       61       52          3          101         136         10
    94       57       48         23          142         177         10
    95       56       37          6          163         198         10
    96       55       54         26           49          84         10
    97        4       18         35           50          85         10
    98       26       52          9          187         222         10
    99       26       35         15           59          94         10
   100       31       67          3          176         211         10
