RCH13_ACC

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       40       50          0            0         240          0
     1       25       85         20          112         142         10
     2       22       75         30          126         156         10
     3       22       85         10           39          69         10
     4       20       80         40          141         171         10
     5       20       85         20           67          97         10
     6       18       75         20           65          95         10
     7       15       75         20           35          65         10
     8       15       80         10          150         180         10
     9       10       35         20           38          68         10
    10       10       40         30          108         138         10
    11        8       40         40          126         156         10
    12        8       45         20          172         202         10
    13        5       35         10          113         143         10
    14        5       45         10           73         103         10
    15        2       40         20          109         139         10
    16        0       40         20           59          89         10
    17        0       45         20           65          95         10
    18       44        5         20           65          95         10
    19       42       10         40           57          87         10
    20       42       15         10           73         103         10
    21       40        5         10          101         131         10
    22       40       15         40          118         148         10
    23       38        5         30           89         119         10
    24       38       15         10          100         130         10
    25       35        5         20           88         118         10
    26       95       30         30          148         178         10
    27       95       35         20           57          87         10
    28       92       30         10           68          98         10
    29       90       35         10           83         113         10
    30       88       30         10           52          82         10
    31       88       35         20           73         103         10
    32       87       30         10           75         105         10
    33       85       25         10           89         119         10
    34       85       35         30           47          77         10
    35       67       85         20          131         161         10
    36       65       85         40           47          77         10
    37       65       82         10          151         181         10
    38       62       80         30          116         146         10
    39       60       80         10           96         126         10
    40       60       85         30           69          99         10
    41       58       75         20           31          61         10
    42       55       80         10          141         171         10
    43       55       85         20           61          91         10
    44       55       82         10           51          81         10
    45       20       82         10           60          90         10
    46       18       80         10          101         131         10
    47        2       45         10          120         150         10
    48       42        5         10           49          79         10
    49       42       12         10           73         103         10
    50       72       35         30           83         113         10
    51       55       20         19          157         187         10
    52       25       30          3          135         165         10
    53       20       50          5          120         150         10
    54       55       60         16          161         191         10
    55       30       60         16           40          70         10
    56       50       35         19          106         136         10
    57       30       25         23          123         153         10
    58       15       10         20          132         162         10
    59       10       20         19           64          94         10
    60       15       60         17          110         140         10
    61       45       65          9          176         206         10
    62       65       35          3          180         210         10
    63       65       20          6          146         176         10
    64       45       30         17           99         129         10
    65       35       40         16           98         128         10
    66       41       37         16           13          43         10
    67       64       42          9          163         193         10
    68       40       60         21           10          40         10
    69       31       52         27          197         227         10
    70       35       69         23           80         110         10
    71       65       55         14          139         169         10
    72       63       65          8          115         145         10
    73        2       60          5           92         122         10
    74       20       20          8           77         107         10
    75        5        5         16           57          87         10
    76       60       12         31           71         101         10
    77       23        3          7           61          91         10
    78        8       56         27           68          98         10
    79        6       68         30          133         163         10
    80       47       47         13           74         104         10
    81       49       58         10          185         215         10
    82       27       43          9           45          75         10
    83       37       31         14          126         156         10
    84       57       29         18          112         142         10
    85       63       23          2          173         203         10
    86       21       24         28          164         194         10
    87       12       24         13          158         188         10
    88       24       58         19           42          72         10
    89       67        5         25           80         110         10
    90       37       47          6          126         156         10
    91       49       42         13          126         156         10
    92       53       43         14           16          46         10
    93       61       52          3           71         101         10
    94       57       48         23           97         127         10
    95       56       37          6          123         153         10
    96       55       54         26           41          71         10
    97        4       18         35           48          78         10
    98       26       52          9          100         130         10
    99       26       35         15           41          71         10
   100       31       67          3           97         127         10

EVENTS
# TYPE  TRIGGER_TIME  DURATION  MULTIPLIER/SEVERITY  NODES...
ACCIDENT 0.0 40.7 1.2 2 61 68 70

ACCIDENT 11.6 17.6 1.2 2 35 36 37 38 39 40 41 42 43 44 54 72 81

ACCIDENT 19.6 57.9 5.88 5 26 27 28 29 31 34 67 71 93 94 96

