RE01

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10          118         163         10
     2       35       17          7           90         135         10
     3       55       45         13           59         104         10
     4       55       20         19           52          97         10
     5       15       30         26           97         142         10
     6       25       30          3           46          91         10
     7       20       50          5          103         148         10
     8       10       43          9           48          93         10
     9       55       60         16          142         187         10
    10       30       60         16           51          96         10
    11       20       65         12           92         137         10
    12       50       35         19          177         222         10
    13       30       25         23           73         118         10
    14       15       10         20          104         149         10
    15       30        5          8           99         144         10
    16       10       20         19           65         110         10
    17        5       30          2           30          75         10
    18       20       40         12           66         111         10
    19       15       60         17           32          77         10
    20       45       65          9          129         174         10
    21       45       20         11           86         131         10
    22       45       10         18           27          72         10
    23       55        5         29          141         186         10
    24       65       35          3           48          93         10
    25       65       20          6          157         202         10
    26       45       30         17          174         219         10
    27       35       40         16           44          89         10
    28       41       37         16           84         129         10
    29       64       42          9           63         108         10
    30       40       60         21          112         157         10
    31       31       52         27           49          94         10
    32       35       69         23          131         176         10
    33       53       52         11          173         218         10
    34       65       55         14           87         132         10
    35       63       65          8           65         110         10
    36        2       60          5          134         179         10
    37       20       20          8           62         107         10
    38        5        5         16           95         140         10
    39       60       12         31           34          79         10
    40       40       25          9          116         161         10
    41       42        7          5          145         190         10
    42       24       12          5           75         120         10
    43       23        3          7           46          91         10
    44       11       14         18          115         160         10
    45        6       38         16          110         155         10
    46        2       48          1           47          92         10
    47        8       56         27          137         182         10
    48       13       52         36           95         140         10
    49        6       68         30          136         181         10
    50       47       47         13          162         207         10
    51       49       58         10           60         105         10
    52       27       43          9          161         206         10
    53       37       31         14           82         127         10
    54       57       29         18          114         159         10
    55       63       23          2           46          91         10
    56       53       12          6          159         204         10
    57       32       12          7           47          92         10
    58       36       26         18           59         104         10
    59       21       24         28          166         211         10
    60       17       34          3           18          63         10
    61       12       24         13           58         103         10
    62       24       58         19          163         208         10
    63       27       69         10           46          91         10
    64       15       77          9           96         141         10
    65       62       77         20           60         105         10
    66       49       73         25           79         124         10
    67       67        5         25           96         141         10
    68       56       39         36           63         108         10
    69       37       47          6           93         138         10
    70       37       56          5           98         143         10
    71       57       68         15          139         184         10
    72       47       16         25          137         182         10
    73       44       17          9          121         166         10
    74       46       13          8          128         173         10
    75       49       11         18           78         123         10
    76       49       42         13          134         179         10
    77       53       43         14          104         149         10
    78       61       52          3          128         173         10
    79       57       48         23          104         149         10
    80       56       37          6          131         176         10
    81       55       54         26          118         163         10
    82       15       47         16          161         206         10
    83       14       37         11           21          66         10
    84       11       31          7          127         172         10
    85       16       22         41          168         213         10
    86        4       18         35          127         172         10
    87       28       18         26           47          92         10
    88       26       52          9          157         202         10
    89       26       35         15           78         123         10
    90       31       67          3          134         179         10
    91       15       19          1           60         105         10
    92       22       22          2           85         130         10
    93       18       24         22           37          82         10
    94       26       27         27           87         132         10
    95       25       24         20           15          60         10
    96       22       27         11          110         155         10
    97       25       21         12           69         114         10
    98       19       21         10          110         155         10
    99       20       26          9          154         199         10
   100       18       18         17          115         160         10
