RCE04

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       40       50          0            0         240          0
     1       25       85         20           73         203         10
     2       22       75         30          110         240         10
     3       22       85         10           39         169         10
     4       20       80         40           36         166         10
     5       20       85         20           40         170         10
     6       18       75         20           33         163         10
     7       15       75         20           76         206         10
     8       15       80         10          104         234         10
     9       10       35         20           75         205         10
    10       10       40         30           72         202         10
    11        8       40         40          109         239         10
    12        8       45         20          101         231         10
    13        5       35         10           38         168         10
    14        5       45         10           35         165         10
    15        2       40         20           51         181         10
    16        0       40         20           41         171         10
    17        0       45         20           40         170         10
    18       44        5         20           93         223         10
    19       42       10         40           40         170         10
    20       42       15         10          102         232         10
    21       40        5         10           45         175         10
    22       40       15         40          106         236         10
    23       38        5         30          104         234         10
    24       38       15         10           92         222         10
    25       35        5         20           69         199         10
    26       95       30         30           59         189         10
    27       95       35         20           57         187         10
    28       92       30         10          105         235         10
    29       90       35         10          106         236         10
    30       88       30         10           62         192         10
    31       88       35         20           54         184         10
    32       87       30         10           51         181         10
    33       85       25         10           76         206         10
    34       85       35         30           47         177         10
    35       67       85         20           58         188         10
    36       65       85         40           65         195         10
    37       65       82         10           41         171         10
    38       62       80         30           37         167         10
    39       60       80         10          108         238         10
    40       60       85         30          109         239         10
    41       58       75         20           31         161         10
    42       55       80         10           34         164         10
    43       55       85         20           38         168         10
    44       55       82         10           58         188         10
    45       20       82         10          101         231         10
    46       18       80         10           37         167         10
    47        2       45         10           38         168         10
    48       42        5         10           45         175         10
    49       42       12         10           38         168         10
    50       72       35         30           81         211         10
    51       55       20         19           95         225         10
    52       25       30          3           25         155         10
    53       20       50          5           69         199         10
    54       55       60         16           53         183         10
    55       30       60         16          110         240         10
    56       50       35         19          110         240         10
    57       30       25         23           61         191         10
    58       15       10         20           56         186         10
    59       10       20         19           79         209         10
    60       15       60         17           43         173         10
    61       45       65          9           16         146         10
    62       65       35          3           29         159         10
    63       65       20          6          110         240         10
    64       45       30         17          110         240         10
    65       35       40         16           32         162         10
    66       41       37         16           13         143         10
    67       64       42          9          100         230         10
    68       40       60         21           10         140         10
    69       31       52         27            9         139         10
    70       35       69         23           20         150         10
    71       65       55         14           44         174         10
    72       63       65          8           67         197         10
    73        2       60          5           56         186         10
    74       20       20          8           36         166         10
    75        5        5         16           57         187         10
    76       60       12         31           43         173         10
    77       23        3          7          107         237         10
    78        8       56         27           33         163         10
    79        6       68         30           39         169         10
    80       47       47         13            8         138         10
    81       49       58         10           12         142         10
    82       27       43          9          104         234         10
    83       37       31         14           68         198         10
    84       57       29         18           27         157         10
    85       63       23          2           35         165         10
    86       21       24         28           32         162         10
    87       12       24         13           38         168         10
    88       24       58         19           47         177         10
    89       67        5         25           64         194         10
    90       37       47          6            8         138         10
    91       49       42         13           58         188         10
    92       53       43         14           47         177         10
    93       61       52          3           72         202         10
    94       57       48         23          110         240         10
    95       56       37          6          100         230         10
    96       55       54         26           43         173         10
    97        4       18         35          105         235         10
    98       26       52          9           14         144         10
    99       26       35         15           58         188         10
   100       31       67          3           19         149         10
