RM04

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10          102         137         10
     2       35       17          7          108         143         10
     3       55       45         13           61          96         10
     4       55       20         19           84         119         10
     5       15       30         26           73         108         10
     6       25       30          3          172         207         10
     7       20       50          5          138         173         10
     8       10       43          9          170         205         10
     9       55       60         16          144         179         10
    10       30       60         16           25          60         10
    11       20       65         12           41          76         10
    12       50       35         19           65         100         10
    13       30       25         23           11          46         10
    14       15       10         20           87         122         10
    15       30        5          8           62          97         10
    16       10       20         19           29          64         10
    17        5       30          2          123         158         10
    18       20       40         12           79         114         10
    19       15       60         17           83         118         10
    20       45       65          9           99         134         10
    21       45       20         11          138         173         10
    22       45       10         18          122         157         10
    23       55        5         29          162         197         10
    24       65       35          3           48          83         10
    25       65       20          6          159         194         10
    26       45       30         17          144         179         10
    27       35       40         16          150         185         10
    28       41       37         16           87         122         10
    29       64       42          9          120         155         10
    30       40       60         21           79         114         10
    31       31       52         27          164         199         10
    32       35       69         23           57          92         10
    33       53       52         11           25          60         10
    34       65       55         14           93         128         10
    35       63       65          8           75         110         10
    36        2       60          5           72         107         10
    37       20       20          8           21          56         10
    38        5        5         16          138         173         10
    39       60       12         31           88         123         10
    40       40       25          9          187         222         10
    41       42        7          5          165         200         10
    42       24       12          5          176         211         10
    43       23        3          7          119         154         10
    44       11       14         18          131         166         10
    45        6       38         16           50          85         10
    46        2       48          1           40          75         10
    47        8       56         27          106         141         10
    48       13       52         36           33          68         10
    49        6       68         30          123         158         10
    50       47       47         13           51          86         10
    51       49       58         10          128         163         10
    52       27       43          9          167         202         10
    53       37       31         14           63          98         10
    54       57       29         18          141         176         10
    55       63       23          2          141         176         10
    56       53       12          6          154         189         10
    57       32       12          7           40          75         10
    58       36       26         18          180         215         10
    59       21       24         28          143         178         10
    60       17       34          3          136         171         10
    61       12       24         13           87         122         10
    62       24       58         19           70         105         10
    63       27       69         10          137         172         10
    64       15       77          9          121         156         10
    65       62       77         20           64          99         10
    66       49       73         25           95         130         10
    67       67        5         25          116         151         10
    68       56       39         36           57          92         10
    69       37       47          6           17          52         10
    70       37       56          5           47          82         10
    71       57       68         15          145         180         10
    72       47       16         25           76         111         10
    73       44       17          9           42          77         10
    74       46       13          8          102         137         10
    75       49       11         18           54          89         10
    76       49       42         13          142         177         10
    77       53       43         14          142         177         10
    78       61       52          3          135         170         10
    79       57       48         23           26          61         10
    80       56       37          6          108         143         10
    81       55       54         26           76         111         10
    82       15       47         16           63          98         10
    83       14       37         11           29          64         10
    84       11       31          7           73         108         10
    85       16       22         41          111         146         10
    86        4       18         35           94         129         10
    87       28       18         26          166         201         10
    88       26       52          9           19          54         10
    89       26       35         15            9          44         10
    90       31       67          3           32          67         10
    91       15       19          1           55          90         10
    92       22       22          2          153         188         10
    93       18       24         22           66         101         10
    94       26       27         27          170         205         10
    95       25       24         20          121         156         10
    96       22       27         11          159         194         10
    97       25       21         12          107         142         10
    98       19       21         10           25          60         10
    99       20       26          9           24          59         10
   100       18       18         17           87         122         10
