RE04

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10          106         151         10
     2       35       17          7           29          74         10
     3       55       45         13           22          67         10
     4       55       20         19          151         196         10
     5       15       30         26           25          70         10
     6       25       30          3          183         228         10
     7       20       50          5           75         120         10
     8       10       43          9           92         137         10
     9       55       60         16          162         207         10
    10       30       60         16           88         133         10
    11       20       65         12          152         197         10
    12       50       35         19          155         200         10
    13       30       25         23          131         176         10
    14       15       10         20          100         145         10
    15       30        5          8          135         180         10
    16       10       20         19           57         102         10
    17        5       30          2          138         183         10
    18       20       40         12           77         122         10
    19       15       60         17           32          77         10
    20       45       65          9           32          77         10
    21       45       20         11          106         151         10
    22       45       10         18          113         158         10
    23       55        5         29           39          84         10
    24       65       35          3           30          75         10
    25       65       20          6           74         119         10
    26       45       30         17          183         228         10
    27       35       40         16          132         177         10
    28       41       37         16          115         160         10
    29       64       42          9           86         131         10
    30       40       60         21           75         120         10
    31       31       52         27           17          62         10
    32       35       69         23          126         171         10
    33       53       52         11           99         144         10
    34       65       55         14           51          96         10
    35       63       65          8          101         146         10
    36        2       60          5           41          86         10
    37       20       20          8          110         155         10
    38        5        5         16           77         122         10
    39       60       12         31           47          92         10
    40       40       25          9           19          64         10
    41       42        7          5          109         154         10
    42       24       12          5           25          70         10
    43       23        3          7           77         122         10
    44       11       14         18           92         137         10
    45        6       38         16           41          86         10
    46        2       48          1           35          80         10
    47        8       56         27           53          98         10
    48       13       52         36           78         123         10
    49        6       68         30          110         155         10
    50       47       47         13          149         194         10
    51       49       58         10           27          72         10
    52       27       43          9           92         137         10
    53       37       31         14          131         176         10
    54       57       29         18           52          97         10
    55       63       23          2           30          75         10
    56       53       12          6           29          74         10
    57       32       12          7           59         104         10
    58       36       26         18          162         207         10
    59       21       24         28           18          63         10
    60       17       34          3          133         178         10
    61       12       24         13          105         150         10
    62       24       58         19           96         141         10
    63       27       69         10           76         121         10
    64       15       77          9           98         143         10
    65       62       77         20          145         190         10
    66       49       73         25          108         153         10
    67       67        5         25          129         174         10
    68       56       39         36           21          66         10
    69       37       47          6           12          57         10
    70       37       56          5           28          73         10
    71       57       68         15           40          85         10
    72       47       16         25           44          89         10
    73       44       17          9           20          65         10
    74       46       13          8           54          99         10
    75       49       11         18           80         125         10
    76       49       42         13           16          61         10
    77       53       43         14           20          65         10
    78       61       52          3           31          76         10
    79       57       48         23          108         153         10
    80       56       37          6           21          66         10
    81       55       54         26           55         100         10
    82       15       47         16           72         117         10
    83       14       37         11           30          75         10
    84       11       31          7           43          88         10
    85       16       22         41           28          73         10
    86        4       18         35           99         144         10
    87       28       18         26           86         131         10
    88       26       52          9           43          88         10
    89       26       35         15           86         131         10
    90       31       67          3           73         118         10
    91       15       19          1          140         185         10
    92       22       22          2          145         190         10
    93       18       24         22          130         175         10
    94       26       27         27           12          57         10
    95       25       24         20          174         219         10
    96       22       27         11           73         118         10
    97       25       21         12           17          62         10
    98       19       21         10          156         201         10
    99       20       26          9           64         109         10
   100       18       18         17           87         132         10
