RH04_ACC

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10          176         187         10
     2       35       17          7           39          50         10
     3       55       45         13          125         136         10
     4       55       20         19          126         137         10
     5       15       30         26          152         163         10
     6       25       30          3          111         122         10
     7       20       50          5          120         131         10
     8       10       43          9          141         152         10
     9       55       60         16           83          94         10
    10       30       60         16           71          82         10
    11       20       65         12          170         181         10
    12       50       35         19           15          26         10
    13       30       25         23          159         170         10
    14       15       10         20           67          78         10
    15       30        5          8          156         167         10
    16       10       20         19           29          40         10
    17        5       30          2          132         143         10
    18       20       40         12          179         190         10
    19       15       60         17          107         118         10
    20       45       65          9          128         139         10
    21       45       20         11           54          65         10
    22       45       10         18           70          81         10
    23       55        5         29           59          70         10
    24       65       35          3           63          74         10
    25       65       20          6           43          54         10
    26       45       30         17           91         102         10
    27       35       40         16          120         131         10
    28       41       37         16          132         143         10
    29       64       42          9           55          66         10
    30       40       60         21           85          96         10
    31       31       52         27          103         114         10
    32       35       69         23           66          77         10
    33       53       52         11          114         125         10
    34       65       55         14           89         100         10
    35       63       65          8          130         141         10
    36        2       60          5           47          58         10
    37       20       20          8          172         183         10
    38        5        5         16          119         130         10
    39       60       12         31           67          78         10
    40       40       25          9          199         210         10
    41       42        7          5           30          41         10
    42       24       12          5          148         159         10
    43       23        3          7           93         104         10
    44       11       14         18           77          88         10
    45        6       38         16          164         175         10
    46        2       48          1          147         158         10
    47        8       56         27           55          66         10
    48       13       52         36           44          55         10
    49        6       68         30           80          91         10
    50       47       47         13           46          57         10
    51       49       58         10           50          61         10
    52       27       43          9           77          88         10
    53       37       31         14          204         215         10
    54       57       29         18           96         107         10
    55       63       23          2           65          76         10
    56       53       12          6           96         107         10
    57       32       12          7          101         112         10
    58       36       26         18          198         209         10
    59       21       24         28          140         151         10
    60       17       34          3           18          29         10
    61       12       24         13           33          44         10
    62       24       58         19           39          50         10
    63       27       69         10          176         187         10
    64       15       77          9          111         122         10
    65       62       77         20           90         101         10
    66       49       73         25          123         134         10
    67       67        5         25           91         102         10
    68       56       39         36           76          87         10
    69       37       47          6          115         126         10
    70       37       56          5          134         145         10
    71       57       68         15          103         114         10
    72       47       16         25          167         178         10
    73       44       17          9           53          64         10
    74       46       13          8          190         201         10
    75       49       11         18          101         112         10
    76       49       42         13           23          34         10
    77       53       43         14           83          94         10
    78       61       52          3           77          88         10
    79       57       48         23          157         168         10
    80       56       37          6           48          59         10
    81       55       54         26           42          53         10
    82       15       47         16          161         172         10
    83       14       37         11           38          49         10
    84       11       31          7           70          81         10
    85       16       22         41          140         151         10
    86        4       18         35           62          73         10
    87       28       18         26          176         187         10
    88       26       52          9          150         161         10
    89       26       35         15           17          28         10
    90       31       67          3           38          49         10
    91       15       19          1           87          98         10
    92       22       22          2          150         161         10
    93       18       24         22           21          32         10
    94       26       27         27           91         102         10
    95       25       24         20          137         148         10
    96       22       27         11          126         137         10
    97       25       21         12          155         166         10
    98       19       21         10          172         183         10
    99       20       26          9          136         147         10
   100       18       18         17           57          68         10

EVENTS
# TYPE  TRIGGER_TIME  DURATION  MULTIPLIER/SEVERITY  NODES...
ACCIDENT 93.3 36.7 1.2 2 12 24 28 29 54 68 80

ACCIDENT 109.5 32.9 1.2 2 6 13 14 16 37 38 42 44 59 61 85 86 91 92 93 94 95 96 97 98 99 100

