RM02

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10           44          69         10
     2       35       17          7          165         190         10
     3       55       45         13           32          57         10
     4       55       20         19          131         156         10
     5       15       30         26           21          46         10
     6       25       30          3           63          88         10
     7       20       50          5          172         197         10
     8       10       43          9           86         111         10
     9       55       60         16           32          57         10
    10       30       60         16           25          50         10
    11       20       65         12           80         105         10
    12       50       35         19          131         156         10
    13       30       25         23           13          38         10
    14       15       10         20           93         118         10
    15       30        5          8           46          71         10
    16       10       20         19          178         203         10
    17        5       30          2           40          65         10
    18       20       40         12          119         144         10
    19       15       60         17           56          81         10
    20       45       65          9          152         177         10
    21       45       20         11          160         185         10
    22       45       10         18           48          73         10
    23       55        5         29          171         196         10
    24       65       35          3          116         141         10
    25       65       20          6           47          72         10
    26       45       30         17          138         163         10
    27       35       40         16           47          72         10
    28       41       37         16          166         191         10
    29       64       42          9           54          79         10
    30       40       60         21           61          86         10
    31       31       52         27          176         201         10
    32       35       69         23          116         141         10
    33       53       52         11          138         163         10
    34       65       55         14           40          65         10
    35       63       65          8           67          92         10
    36        2       60          5           59          84         10
    37       20       20          8           31          56         10
    38        5        5         16           77         102         10
    39       60       12         31           83         108         10
    40       40       25          9           22          47         10
    41       42        7          5          113         138         10
    42       24       12          5          152         177         10
    43       23        3          7           55          80         10
    44       11       14         18           65          90         10
    45        6       38         16          169         194         10
    46        2       48          1          124         149         10
    47        8       56         27          165         190         10
    48       13       52         36           85         110         10
    49        6       68         30           44          69         10
    50       47       47         13          175         200         10
    51       49       58         10           27          52         10
    52       27       43          9          111         136         10
    53       37       31         14          156         181         10
    54       57       29         18           61          86         10
    55       63       23          2           81         106         10
    56       53       12          6          169         194         10
    57       32       12          7          177         202         10
    58       36       26         18          115         140         10
    59       21       24         28          129         154         10
    60       17       34          3           61          86         10
    61       12       24         13          155         180         10
    62       24       58         19           25          50         10
    63       27       69         10          153         178         10
    64       15       77          9          149         174         10
    65       62       77         20           77         102         10
    66       49       73         25           88         113         10
    67       67        5         25          162         187         10
    68       56       39         36           40          65         10
    69       37       47          6           65          90         10
    70       37       56          5          101         126         10
    71       57       68         15          115         140         10
    72       47       16         25           57          82         10
    73       44       17          9           92         117         10
    74       46       13          8           85         110         10
    75       49       11         18           62          87         10
    76       49       42         13          188         213         10
    77       53       43         14           74          99         10
    78       61       52          3           85         110         10
    79       57       48         23          180         205         10
    80       56       37          6           23          48         10
    81       55       54         26          105         130         10
    82       15       47         16           90         115         10
    83       14       37         11          126         151         10
    84       11       31          7          151         176         10
    85       16       22         41          152         177         10
    86        4       18         35           55          80         10
    87       28       18         26           59          84         10
    88       26       52          9           19          44         10
    89       26       35         15           86         111         10
    90       31       67          3          123         148         10
    91       15       19          1          173         198         10
    92       22       22          2           76         101         10
    93       18       24         22           61          86         10
    94       26       27         27          121         146         10
    95       25       24         20          150         175         10
    96       22       27         11          109         134         10
    97       25       21         12           29          54         10
    98       19       21         10          175         200         10
    99       20       26          9          159         184         10
   100       18       18         17          125         150         10
