RH11_ACC

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10           21          29         10
     2       35       17          7          196         204         10
     3       55       45         13           41          49         10
     4       55       20         19          183         191         10
     5       15       30         26           45          53         10
     6       25       30          3           23          31         10
     7       20       50          5          153         161         10
     8       10       43          9          159         167         10
     9       55       60         16          113         121         10
    10       30       60         16          173         181         10
    11       20       65         12          142         150         10
    12       50       35         19          103         111         10
    13       30       25         23           83          91         10
    14       15       10         20           44          52         10
    15       30        5          8          108         116         10
    16       10       20         19           81          89         10
    17        5       30          2           97         105         10
    18       20       40         12          200         208         10
    19       15       60         17           76          84         10
    20       45       65          9          148         156         10
    21       45       20         11           52          60         10
    22       45       10         18          175         183         10
    23       55        5         29           37          45         10
    24       65       35          3           94         102         10
    25       65       20          6           71          79         10
    26       45       30         17           20          28         10
    27       35       40         16           16          24         10
    28       41       37         16          189         197         10
    29       64       42          9           61          69         10
    30       40       60         21          124         132         10
    31       31       52         27          149         157         10
    32       35       69         23           99         107         10
    33       53       52         11          116         124         10
    34       65       55         14           89          97         10
    35       63       65          8          120         128         10
    36        2       60          5          156         164         10
    37       20       20          8           58          66         10
    38        5        5         16          155         163         10
    39       60       12         31           78          86         10
    40       40       25          9          153         161         10
    41       42        7          5           96         104         10
    42       24       12          5           63          71         10
    43       23        3          7          151         159         10
    44       11       14         18          176         184         10
    45        6       38         16          154         162         10
    46        2       48          1           73          81         10
    47        8       56         27           50          58         10
    48       13       52         36           31          39         10
    49        6       68         30          114         122         10
    50       47       47         13          106         114         10
    51       49       58         10           44          52         10
    52       27       43          9          167         175         10
    53       37       31         14           25          33         10
    54       57       29         18          130         138         10
    55       63       23          2           37          45         10
    56       53       12          6           83          91         10
    57       32       12          7           30          38         10
    58       36       26         18           86          94         10
    59       21       24         28          130         138         10
    60       17       34          3          165         173         10
    61       12       24         13          122         130         10
    62       24       58         19          185         193         10
    63       27       69         10          105         113         10
    64       15       77          9           66          74         10
    65       62       77         20          159         167         10
    66       49       73         25           44          52         10
    67       67        5         25           65          73         10
    68       56       39         36           67          75         10
    69       37       47          6          167         175         10
    70       37       56          5          117         125         10
    71       57       68         15          116         124         10
    72       47       16         25          128         136         10
    73       44       17          9          139         147         10
    74       46       13          8           60          68         10
    75       49       11         18           52          60         10
    76       49       42         13          155         163         10
    77       53       43         14          149         157         10
    78       61       52          3           59          67         10
    79       57       48         23           40          48         10
    80       56       37          6           21          29         10
    81       55       54         26          116         124         10
    82       15       47         16          166         174         10
    83       14       37         11           58          66         10
    84       11       31          7           79          87         10
    85       16       22         41          168         176         10
    86        4       18         35           37          45         10
    87       28       18         26          163         171         10
    88       26       52          9          102         110         10
    89       26       35         15           17          25         10
    90       31       67          3          163         171         10
    91       15       19          1           57          65         10
    92       22       22          2           93         101         10
    93       18       24         22           89          97         10
    94       26       27         27          172         180         10
    95       25       24         20           77          85         10
    96       22       27         11           45          53         10
    97       25       21         12           66          74         10
    98       19       21         10           63          71         10
    99       20       26          9          162         170         10
   100       18       18         17          164         172         10

EVENTS
# TYPE  TRIGGER_TIME  DURATION  MULTIPLIER/SEVERITY  NODES...
ACCIDENT 87.7 51.1 2.04 3 7 11 19 36 47 48 49 52 62 64 82 88

ACCIDENT 90.6 49.6 5.88 5 7 11 19 36 47 48 49 52 62 64 82 88

