RCH04_ACC

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       40       50          0            0         240          0
     1       25       85         20          114         146         10
     2       22       75         30           46          78         10
     3       22       85         10           39          71         10
     4       20       80         40          158         190         10
     5       20       85         20           47          79         10
     6       18       75         20          178         210         10
     7       15       75         20           88         120         10
     8       15       80         10          103         135         10
     9       10       35         20          177         209         10
    10       10       40         30           99         131         10
    11        8       40         40          167         199         10
    12        8       45         20          158         190         10
    13        5       35         10          133         165         10
    14        5       45         10          112         144         10
    15        2       40         20          144         176         10
    16        0       40         20           71         103         10
    17        0       45         20          146         178         10
    18       44        5         20           91         123         10
    19       42       10         40           40          72         10
    20       42       15         10           35          67         10
    21       40        5         10          113         145         10
    22       40       15         40          124         156         10
    23       38        5         30           54          86         10
    24       38       15         10           35          67         10
    25       35        5         20           87         119         10
    26       95       30         30          154         186         10
    27       95       35         20          124         156         10
    28       92       30         10          115         147         10
    29       90       35         10           98         130         10
    30       88       30         10           90         122         10
    31       88       35         20           50          82         10
    32       87       30         10          131         163         10
    33       85       25         10          107         139         10
    34       85       35         30           66          98         10
    35       67       85         20          113         145         10
    36       65       85         40           43          75         10
    37       65       82         10          117         149         10
    38       62       80         30           86         118         10
    39       60       80         10           57          89         10
    40       60       85         30           47          79         10
    41       58       75         20          121         153         10
    42       55       80         10           34          66         10
    43       55       85         20           89         121         10
    44       55       82         10          104         136         10
    45       20       82         10           55          87         10
    46       18       80         10           39          71         10
    47        2       45         10           65          97         10
    48       42        5         10           91         123         10
    49       42       12         10          126         158         10
    50       72       35         30          152         184         10
    51       55       20         19           34          66         10
    52       25       30          3          104         136         10
    53       20       50          5          138         170         10
    54       55       60         16           59          91         10
    55       30       60         16           20          52         10
    56       50       35         19           29          61         10
    57       30       25         23           70         102         10
    58       15       10         20          149         181         10
    59       10       20         19           43          75         10
    60       15       60         17          143         175         10
    61       45       65          9          120         152         10
    62       65       35          3          107         139         10
    63       65       20          6           87         119         10
    64       45       30         17          115         147         10
    65       35       40         16          198         230         10
    66       41       37         16          129         161         10
    67       64       42          9          156         188         10
    68       40       60         21           10          42         10
    69       31       52         27            9          41         10
    70       35       69         23           35          67         10
    71       65       55         14           29          61         10
    72       63       65          8           55          87         10
    73        2       60          5           39          71         10
    74       20       20          8           68         100         10
    75        5        5         16           94         126         10
    76       60       12         31           43          75         10
    77       23        3          7           50          82         10
    78        8       56         27           33          65         10
    79        6       68         30          117         149         10
    80       47       47         13            8          40         10
    81       49       58         10           58          90         10
    82       27       43          9           81         113         10
    83       37       31         14           37          69         10
    84       57       29         18           53          85         10
    85       63       23          2           44          76         10
    86       21       24         28          111         143         10
    87       12       24         13           98         130         10
    88       24       58         19           51          83         10
    89       67        5         25           98         130         10
    90       37       47          6           79         111         10
    91       49       42         13          163         195         10
    92       53       43         14          162         194         10
    93       61       52          3          143         175         10
    94       57       48         23           17          49         10
    95       56       37          6          184         216         10
    96       55       54         26           84         116         10
    97        4       18         35           48          80         10
    98       26       52          9          176         208         10
    99       26       35         15           75         107         10
   100       31       67          3           99         131         10

EVENTS
# TYPE  TRIGGER_TIME  DURATION  MULTIPLIER/SEVERITY  NODES...
ACCIDENT 77.4 47.3 2.04 3 30 32 33 50 51 56 62 63 76 80 84 85 89 91 92 95

ACCIDENT 99.7 72.0 2.04 3 35 36 37 38 39 40 41 42 43 44 54 72 81

