RCH04

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       40       50          0            0         240          0
     1       25       85         20          162         187         10
     2       22       75         30          182         207         10
     3       22       85         10          133         158         10
     4       20       80         40           40          65         10
     5       20       85         20           89         114         10
     6       18       75         20          148         173         10
     7       15       75         20           37          62         10
     8       15       80         10          149         174         10
     9       10       35         20          171         196         10
    10       10       40         30          153         178         10
    11        8       40         40          167         192         10
    12        8       45         20           67          92         10
    13        5       35         10           46          71         10
    14        5       45         10           72          97         10
    15        2       40         20          168         193         10
    16        0       40         20           65          90         10
    17        0       45         20          158         183         10
    18       44        5         20          103         128         10
    19       42       10         40          128         153         10
    20       42       15         10          103         128         10
    21       40        5         10          160         185         10
    22       40       15         40          104         129         10
    23       38        5         30           75         100         10
    24       38       15         10          121         146         10
    25       35        5         20          163         188         10
    26       95       30         30           59          84         10
    27       95       35         20          146         171         10
    28       92       30         10           75         100         10
    29       90       35         10           73          98         10
    30       88       30         10           86         111         10
    31       88       35         20          123         148         10
    32       87       30         10          137         162         10
    33       85       25         10           51          76         10
    34       85       35         30           73          98         10
    35       67       85         20          166         191         10
    36       65       85         40          103         128         10
    37       65       82         10          101         126         10
    38       62       80         30           77         102         10
    39       60       80         10          158         183         10
    40       60       85         30          107         132         10
    41       58       75         20          168         193         10
    42       55       80         10           34          59         10
    43       55       85         20           70          95         10
    44       55       82         10           41          66         10
    45       20       82         10           70          95         10
    46       18       80         10          125         150         10
    47        2       45         10          174         199         10
    48       42        5         10          130         155         10
    49       42       12         10          149         174         10
    50       72       35         30           75         100         10
    51       55       20         19           34          59         10
    52       25       30          3           97         122         10
    53       20       50          5          192         217         10
    54       55       60         16           33          58         10
    55       30       60         16           94         119         10
    56       50       35         19          120         145         10
    57       30       25         23          176         201         10
    58       15       10         20           47          72         10
    59       10       20         19           42          67         10
    60       15       60         17           43          68         10
    61       45       65          9           16          41         10
    62       65       35          3           49          74         10
    63       65       20          6          132         157         10
    64       45       30         17           39          64         10
    65       35       40         16          124         149         10
    66       41       37         16           62          87         10
    67       64       42          9          131         156         10
    68       40       60         21          194         219         10
    69       31       52         27          142         167         10
    70       35       69         23           47          72         10
    71       65       55         14           45          70         10
    72       63       65          8           27          52         10
    73        2       60          5          116         141         10
    74       20       20          8          137         162         10
    75        5        5         16          108         133         10
    76       60       12         31          105         130         10
    77       23        3          7           86         111         10
    78        8       56         27          138         163         10
    79        6       68         30          160         185         10
    80       47       47         13           96         121         10
    81       49       58         10          192         217         10
    82       27       43          9           90         115         10
    83       37       31         14          106         131         10
    84       57       29         18           48          73         10
    85       63       23          2          150         175         10
    86       21       24         28          135         160         10
    87       12       24         13           41          66         10
    88       24       58         19          196         221         10
    89       67        5         25          164         189         10
    90       37       47          6          213         238         10
    91       49       42         13          106         131         10
    92       53       43         14          152         177         10
    93       61       52          3          168         193         10
    94       57       48         23          186         211         10
    95       56       37          6          144         169         10
    96       55       54         26           28          53         10
    97        4       18         35           48          73         10
    98       26       52          9          130         155         10
    99       26       35         15           98         123         10
   100       31       67          3          155         180         10
