RH02

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10          168         178         10
     2       35       17          7           70          80         10
     3       55       45         13           35          45         10
     4       55       20         19          163         173         10
     5       15       30         26           53          63         10
     6       25       30          3           77          87         10
     7       20       50          5          140         150         10
     8       10       43          9          183         193         10
     9       55       60         16          137         147         10
    10       30       60         16           30          40         10
    11       20       65         12          154         164         10
    12       50       35         19          166         176         10
    13       30       25         23           46          56         10
    14       15       10         20          152         162         10
    15       30        5          8           89          99         10
    16       10       20         19           69          79         10
    17        5       30          2           97         107         10
    18       20       40         12           19          29         10
    19       15       60         17          103         113         10
    20       45       65          9           43          53         10
    21       45       20         11          149         159         10
    22       45       10         18           92         102         10
    23       55        5         29          107         117         10
    24       65       35          3          127         137         10
    25       65       20          6          175         185         10
    26       45       30         17          162         172         10
    27       35       40         16          185         195         10
    28       41       37         16           52          62         10
    29       64       42          9           51          61         10
    30       40       60         21          184         194         10
    31       31       52         27           22          32         10
    32       35       69         23           61          71         10
    33       53       52         11          132         142         10
    34       65       55         14          147         157         10
    35       63       65          8          102         112         10
    36        2       60          5           43          53         10
    37       20       20          8          186         196         10
    38        5        5         16          119         129         10
    39       60       12         31           72          82         10
    40       40       25          9          141         151         10
    41       42        7          5           74          84         10
    42       24       12          5           96         106         10
    43       23        3          7          161         171         10
    44       11       14         18          111         121         10
    45        6       38         16           89          99         10
    46        2       48          1          133         143         10
    47        8       56         27           91         101         10
    48       13       52         36          180         190         10
    49        6       68         30           97         107         10
    50       47       47         13          136         146         10
    51       49       58         10          149         159         10
    52       27       43          9          181         191         10
    53       37       31         14           82          92         10
    54       57       29         18          123         133         10
    55       63       23          2           87          97         10
    56       53       12          6           32          42         10
    57       32       12          7          178         188         10
    58       36       26         18           18          28         10
    59       21       24         28          175         185         10
    60       17       34          3           92         102         10
    61       12       24         13          174         184         10
    62       24       58         19           25          35         10
    63       27       69         10           46          56         10
    64       15       77          9          119         129         10
    65       62       77         20           55          65         10
    66       49       73         25          174         184         10
    67       67        5         25           53          63         10
    68       56       39         36           74          84         10
    69       37       47          6          199         209         10
    70       37       56          5          131         141         10
    71       57       68         15          113         123         10
    72       47       16         25          189         199         10
    73       44       17          9           47          57         10
    74       46       13          8           26          36         10
    75       49       11         18           45          55         10
    76       49       42         13           64          74         10
    77       53       43         14           22          32         10
    78       61       52          3          108         118         10
    79       57       48         23          150         160         10
    80       56       37          6          189         199         10
    81       55       54         26          106         116         10
    82       15       47         16           33          43         10
    83       14       37         11          177         187         10
    84       11       31          7          125         135         10
    85       16       22         41           49          59         10
    86        4       18         35           35          45         10
    87       28       18         26           97         107         10
    88       26       52          9          185         195         10
    89       26       35         15           12          22         10
    90       31       67          3           37          47         10
    91       15       19          1           35          45         10
    92       22       22          2           70          80         10
    93       18       24         22           77          87         10
    94       26       27         27           24          34         10
    95       25       24         20          154         164         10
    96       22       27         11          124         134         10
    97       25       21         12           37          47         10
    98       19       21         10          189         199         10
    99       20       26          9           17          27         10
   100       18       18         17          127         137         10
