RH10_ACC

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10          126         138         10
     2       35       17          7           53          65         10
     3       55       45         13          154         166         10
     4       55       20         19           65          77         10
     5       15       30         26           74          86         10
     6       25       30          3          120         132         10
     7       20       50          5           61          73         10
     8       10       43          9           65          77         10
     9       55       60         16           61          73         10
    10       30       60         16          185         197         10
    11       20       65         12           64          76         10
    12       50       35         19          188         200         10
    13       30       25         23           80          92         10
    14       15       10         20           66          78         10
    15       30        5          8          154         166         10
    16       10       20         19          173         185         10
    17        5       30          2          169         181         10
    18       20       40         12           82          94         10
    19       15       60         17           32          44         10
    20       45       65          9          170         182         10
    21       45       20         11           23          35         10
    22       45       10         18          122         134         10
    23       55        5         29           57          69         10
    24       65       35          3           74          86         10
    25       65       20          6           36          48         10
    26       45       30         17          106         118         10
    27       35       40         16          147         159         10
    28       41       37         16          131         143         10
    29       64       42          9           71          83         10
    30       40       60         21           25          37         10
    31       31       52         27          103         115         10
    32       35       69         23          169         181         10
    33       53       52         11           61          73         10
    34       65       55         14          170         182         10
    35       63       65          8          112         124         10
    36        2       60          5           41          53         10
    37       20       20          8          131         143         10
    38        5        5         16          141         153         10
    39       60       12         31           95         107         10
    40       40       25          9          136         148         10
    41       42        7          5          136         148         10
    42       24       12          5          121         133         10
    43       23        3          7           92         104         10
    44       11       14         18          154         166         10
    45        6       38         16          151         163         10
    46        2       48          1           82          94         10
    47        8       56         27           44          56         10
    48       13       52         36           69          81         10
    49        6       68         30          116         128         10
    50       47       47         13          171         183         10
    51       49       58         10          117         129         10
    52       27       43          9          117         129         10
    53       37       31         14          122         134         10
    54       57       29         18          164         176         10
    55       63       23          2          174         186         10
    56       53       12          6           31          43         10
    57       32       12          7           83          95         10
    58       36       26         18          164         176         10
    59       21       24         28           78          90         10
    60       17       34          3          127         139         10
    61       12       24         13          104         116         10
    62       24       58         19           26          38         10
    63       27       69         10           74          86         10
    64       15       77          9           61          73         10
    65       62       77         20          142         154         10
    66       49       73         25          170         182         10
    67       67        5         25          118         130         10
    68       56       39         36          117         129         10
    69       37       47          6           22          34         10
    70       37       56          5          171         183         10
    71       57       68         15          143         155         10
    72       47       16         25          100         112         10
    73       44       17          9          172         184         10
    74       46       13          8          106         118         10
    75       49       11         18           60          72         10
    76       49       42         13           67          79         10
    77       53       43         14          115         127         10
    78       61       52          3           68          80         10
    79       57       48         23          105         117         10
    80       56       37          6           38          50         10
    81       55       54         26           55          67         10
    82       15       47         16          137         149         10
    83       14       37         11           63          75         10
    84       11       31          7          174         186         10
    85       16       22         41           97         109         10
    86        4       18         35          157         169         10
    87       28       18         26           43          55         10
    88       26       52          9           72          84         10
    89       26       35         15          178         190         10
    90       31       67          3           88         100         10
    91       15       19          1           37          49         10
    92       22       22          2           18          30         10
    93       18       24         22          159         171         10
    94       26       27         27           30          42         10
    95       25       24         20           16          28         10
    96       22       27         11          127         139         10
    97       25       21         12           67          79         10
    98       19       21         10           34          46         10
    99       20       26          9          151         163         10
   100       18       18         17          115         127         10

EVENTS
# TYPE  TRIGGER_TIME  DURATION  MULTIPLIER/SEVERITY  NODES...
ACCIDENT 65.0 39.5 2.04 3 7 11 19 36 47 48 49 52 62 64 82 88

ACCIDENT 66.7 28.9 5.88 5 7 11 19 36 47 48 49 52 62 64 82 88

ACCIDENT 83.2 8.7 2.04 3 5 8 17 18 45 46 60 83 84 89

