RH10

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10          126         136         10
     2       35       17          7           79          89         10
     3       55       45         13          156         166         10
     4       55       20         19           32          42         10
     5       15       30         26           38          48         10
     6       25       30          3          143         153         10
     7       20       50          5           38          48         10
     8       10       43          9          166         176         10
     9       55       60         16           53          63         10
    10       30       60         16           94         104         10
    11       20       65         12          175         185         10
    12       50       35         19           15          25         10
    13       30       25         23           18          28         10
    14       15       10         20           70          80         10
    15       30        5          8           54          64         10
    16       10       20         19           58          68         10
    17        5       30          2           93         103         10
    18       20       40         12           48          58         10
    19       15       60         17          163         173         10
    20       45       65          9          151         161         10
    21       45       20         11          158         168         10
    22       45       10         18           29          39         10
    23       55        5         29          104         114         10
    24       65       35          3          183         193         10
    25       65       20          6          150         160         10
    26       45       30         17           36          46         10
    27       35       40         16          209         219         10
    28       41       37         16          149         159         10
    29       64       42          9          150         160         10
    30       40       60         21          174         184         10
    31       31       52         27          124         134         10
    32       35       69         23           77          87         10
    33       53       52         11           67          77         10
    34       65       55         14          109         119         10
    35       63       65          8           88          98         10
    36        2       60          5           66          76         10
    37       20       20          8          161         171         10
    38        5        5         16           96         106         10
    39       60       12         31           46          56         10
    40       40       25          9           79          89         10
    41       42        7          5          177         187         10
    42       24       12          5           60          70         10
    43       23        3          7           59          69         10
    44       11       14         18          109         119         10
    45        6       38         16           59          69         10
    46        2       48          1          131         141         10
    47        8       56         27          145         155         10
    48       13       52         36           81          91         10
    49        6       68         30          159         169         10
    50       47       47         13           80          90         10
    51       49       58         10          162         172         10
    52       27       43          9          163         173         10
    53       37       31         14          112         122         10
    54       57       29         18          189         199         10
    55       63       23          2           89          99         10
    56       53       12          6          151         161         10
    57       32       12          7          116         126         10
    58       36       26         18           83          93         10
    59       21       24         28           37          47         10
    60       17       34          3           84          94         10
    61       12       24         13          172         182         10
    62       24       58         19           94         104         10
    63       27       69         10           44          54         10
    64       15       77          9          164         174         10
    65       62       77         20          101         111         10
    66       49       73         25           81          91         10
    67       67        5         25          125         135         10
    68       56       39         36          136         146         10
    69       37       47          6           22          32         10
    70       37       56          5           78          88         10
    71       57       68         15           62          72         10
    72       47       16         25           47          57         10
    73       44       17          9          165         175         10
    74       46       13          8          167         177         10
    75       49       11         18           47          57         10
    76       49       42         13          173         183         10
    77       53       43         14          153         163         10
    78       61       52          3           91         101         10
    79       57       48         23           98         108         10
    80       56       37          6          141         151         10
    81       55       54         26           31          41         10
    82       15       47         16          104         114         10
    83       14       37         11          130         140         10
    84       11       31          7          180         190         10
    85       16       22         41           95         105         10
    86        4       18         35           53          63         10
    87       28       18         26          166         176         10
    88       26       52          9           28          38         10
    89       26       35         15           13          23         10
    90       31       67          3          106         116         10
    91       15       19          1           76          86         10
    92       22       22          2           68          78         10
    93       18       24         22          169         179         10
    94       26       27         27           61          71         10
    95       25       24         20          108         118         10
    96       22       27         11          136         146         10
    97       25       21         12           66          76         10
    98       19       21         10           26          36         10
    99       20       26          9           43          53         10
   100       18       18         17          175         185         10
