RH05

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10           60          68         10
     2       35       17          7          161         169         10
     3       55       45         13           47          55         10
     4       55       20         19           90          98         10
     5       15       30         26          126         134         10
     6       25       30          3           52          60         10
     7       20       50          5          148         156         10
     8       10       43          9          134         142         10
     9       55       60         16           34          42         10
    10       30       60         16           25          33         10
    11       20       65         12           85          93         10
    12       50       35         19           88          96         10
    13       30       25         23           26          34         10
    14       15       10         20          154         162         10
    15       30        5          8          104         112         10
    16       10       20         19          147         155         10
    17        5       30          2           74          82         10
    18       20       40         12          141         149         10
    19       15       60         17          161         169         10
    20       45       65          9           40          48         10
    21       45       20         11           35          43         10
    22       45       10         18          128         136         10
    23       55        5         29           70          78         10
    24       65       35          3           41          49         10
    25       65       20          6          114         122         10
    26       45       30         17          118         126         10
    27       35       40         16           54          62         10
    28       41       37         16          155         163         10
    29       64       42          9          101         109         10
    30       40       60         21          141         149         10
    31       31       52         27          107         115         10
    32       35       69         23           44          52         10
    33       53       52         11          147         155         10
    34       65       55         14           74          82         10
    35       63       65          8          118         126         10
    36        2       60          5           55          63         10
    37       20       20          8           93         101         10
    38        5        5         16          129         137         10
    39       60       12         31           88          96         10
    40       40       25          9           64          72         10
    41       42        7          5           36          44         10
    42       24       12          5           48          56         10
    43       23        3          7          124         132         10
    44       11       14         18          124         132         10
    45        6       38         16           72          80         10
    46        2       48          1          175         183         10
    47        8       56         27          156         164         10
    48       13       52         36          151         159         10
    49        6       68         30          139         147         10
    50       47       47         13          116         124         10
    51       49       58         10          174         182         10
    52       27       43          9           61          69         10
    53       37       31         14          114         122         10
    54       57       29         18          171         179         10
    55       63       23          2           85          93         10
    56       53       12          6          105         113         10
    57       32       12          7          147         155         10
    58       36       26         18           66          74         10
    59       21       24         28           20          28         10
    60       17       34          3           88          96         10
    61       12       24         13          140         148         10
    62       24       58         19          165         173         10
    63       27       69         10          133         141         10
    64       15       77          9           82          90         10
    65       62       77         20           90          98         10
    66       49       73         25           62          70         10
    67       67        5         25          141         149         10
    68       56       39         36          104         112         10
    69       37       47          6          127         135         10
    70       37       56          5          108         116         10
    71       57       68         15          157         165         10
    72       47       16         25          176         184         10
    73       44       17          9          141         149         10
    74       46       13          8           63          71         10
    75       49       11         18           66          74         10
    76       49       42         13           30          38         10
    77       53       43         14           37          45         10
    78       61       52          3          108         116         10
    79       57       48         23          159         167         10
    80       56       37          6           57          65         10
    81       55       54         26           52          60         10
    82       15       47         16          110         118         10
    83       14       37         11          154         162         10
    84       11       31          7           45          53         10
    85       16       22         41          102         110         10
    86        4       18         35           91          99         10
    87       28       18         26          169         177         10
    88       26       52          9           94         102         10
    89       26       35         15          161         169         10
    90       31       67          3          114         122         10
    91       15       19          1           26          34         10
    92       22       22          2           36          44         10
    93       18       24         22           60          68         10
    94       26       27         27          130         138         10
    95       25       24         20           43          51         10
    96       22       27         11          118         126         10
    97       25       21         12          187         195         10
    98       19       21         10           95         103         10
    99       20       26          9          183         191         10
   100       18       18         17          112         120         10
