RM10

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10          139         164         10
     2       35       17          7          164         189         10
     3       55       45         13           53          78         10
     4       55       20         19          160         185         10
     5       15       30         26          161         186         10
     6       25       30          3          125         150         10
     7       20       50          5           71          96         10
     8       10       43          9           26          51         10
     9       55       60         16           47          72         10
    10       30       60         16          105         130         10
    11       20       65         12          160         185         10
    12       50       35         19           74          99         10
    13       30       25         23          179         204         10
    14       15       10         20          138         163         10
    15       30        5          8           92         117         10
    16       10       20         19           29          54         10
    17        5       30          2           63          88         10
    18       20       40         12          123         148         10
    19       15       60         17           94         119         10
    20       45       65          9           93         118         10
    21       45       20         11          148         173         10
    22       45       10         18          176         201         10
    23       55        5         29           36          61         10
    24       65       35          3          134         159         10
    25       65       20          6           70          95         10
    26       45       30         17          183         208         10
    27       35       40         16          193         218         10
    28       41       37         16           78         103         10
    29       64       42          9          120         145         10
    30       40       60         21           43          68         10
    31       31       52         27          175         200         10
    32       35       69         23          147         172         10
    33       53       52         11           73          98         10
    34       65       55         14          153         178         10
    35       63       65          8           41          66         10
    36        2       60          5           44          69         10
    37       20       20          8           50          75         10
    38        5        5         16           54          79         10
    39       60       12         31           77         102         10
    40       40       25          9          101         126         10
    41       42        7          5           77         102         10
    42       24       12          5          168         193         10
    43       23        3          7           51          76         10
    44       11       14         18          109         134         10
    45        6       38         16           56          81         10
    46        2       48          1          100         125         10
    47        8       56         27          122         147         10
    48       13       52         36           37          62         10
    49        6       68         30           44          69         10
    50       47       47         13          159         184         10
    51       49       58         10          101         126         10
    52       27       43          9           35          60         10
    53       37       31         14           26          51         10
    54       57       29         18           51          76         10
    55       63       23          2           38          63         10
    56       53       12          6           92         117         10
    57       32       12          7          184         209         10
    58       36       26         18          185         210         10
    59       21       24         28           96         121         10
    60       17       34          3          182         207         10
    61       12       24         13           76         101         10
    62       24       58         19           37          62         10
    63       27       69         10           35          60         10
    64       15       77          9           64          89         10
    65       62       77         20          151         176         10
    66       49       73         25          122         147         10
    67       67        5         25          125         150         10
    68       56       39         36           37          62         10
    69       37       47          6          144         169         10
    70       37       56          5           26          51         10
    71       57       68         15           57          82         10
    72       47       16         25          111         136         10
    73       44       17          9           20          45         10
    74       46       13          8          106         131         10
    75       49       11         18           54          79         10
    76       49       42         13           60          85         10
    77       53       43         14           20          45         10
    78       61       52          3          160         185         10
    79       57       48         23           28          53         10
    80       56       37          6          177         202         10
    81       55       54         26           42          67         10
    82       15       47         16          101         126         10
    83       14       37         11           27          52         10
    84       11       31          7          141         166         10
    85       16       22         41          113         138         10
    86        4       18         35          150         175         10
    87       28       18         26           47          72         10
    88       26       52          9          161         186         10
    89       26       35         15           29          54         10
    90       31       67          3           61          86         10
    91       15       19          1           57          82         10
    92       22       22          2           39          64         10
    93       18       24         22          109         134         10
    94       26       27         27           99         124         10
    95       25       24         20           76         101         10
    96       22       27         11          122         147         10
    97       25       21         12          142         167         10
    98       19       21         10           81         106         10
    99       20       26          9           84         109         10
   100       18       18         17          149         174         10
