RCH12_ACC

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       40       50          0            0         240          0
     1       25       85         20          113         141         10
     2       22       75         30          100         128         10
     3       22       85         10          173         201         10
     4       20       80         40          169         197         10
     5       20       85         20           46          74         10
     6       18       75         20           80         108         10
     7       15       75         20           59          87         10
     8       15       80         10          121         149         10
     9       10       35         20          151         179         10
    10       10       40         30          165         193         10
    11        8       40         40          105         133         10
    12        8       45         20          158         186         10
    13        5       35         10          108         136         10
    14        5       45         10           39          67         10
    15        2       40         20          140         168         10
    16        0       40         20          144         172         10
    17        0       45         20          134         162         10
    18       44        5         20          149         177         10
    19       42       10         40          107         135         10
    20       42       15         10          127         155         10
    21       40        5         10           45          73         10
    22       40       15         40           37          65         10
    23       38        5         30          156         184         10
    24       38       15         10           35          63         10
    25       35        5         20          126         154         10
    26       95       30         30          114         142         10
    27       95       35         20           83         111         10
    28       92       30         10           71          99         10
    29       90       35         10           80         108         10
    30       88       30         10          137         165         10
    31       88       35         20           91         119         10
    32       87       30         10          160         188         10
    33       85       25         10           80         108         10
    34       85       35         30           47          75         10
    35       67       85         20          156         184         10
    36       65       85         40          172         200         10
    37       65       82         10           41          69         10
    38       62       80         30           94         122         10
    39       60       80         10           55          83         10
    40       60       85         30          123         151         10
    41       58       75         20          146         174         10
    42       55       80         10          109         137         10
    43       55       85         20          105         133         10
    44       55       82         10          128         156         10
    45       20       82         10          134         162         10
    46       18       80         10          177         205         10
    47        2       45         10          154         182         10
    48       42        5         10          131         159         10
    49       42       12         10           81         109         10
    50       72       35         30          113         141         10
    51       55       20         19          131         159         10
    52       25       30          3          149         177         10
    53       20       50          5           63          91         10
    54       55       60         16           65          93         10
    55       30       60         16           88         116         10
    56       50       35         19           31          59         10
    57       30       25         23          167         195         10
    58       15       10         20          166         194         10
    59       10       20         19           42          70         10
    60       15       60         17          132         160         10
    61       45       65          9          110         138         10
    62       65       35          3          121         149         10
    63       65       20          6          164         192         10
    64       45       30         17           54          82         10
    65       35       40         16           76         104         10
    66       41       37         16           13          41         10
    67       64       42          9           55          83         10
    68       40       60         21          159         187         10
    69       31       52         27           76         104         10
    70       35       69         23           24          52         10
    71       65       55         14          173         201         10
    72       63       65          8          104         132         10
    73        2       60          5          136         164         10
    74       20       20          8          161         189         10
    75        5        5         16           85         113         10
    76       60       12         31          169         197         10
    77       23        3          7           96         124         10
    78        8       56         27          179         207         10
    79        6       68         30           63          91         10
    80       47       47         13          160         188         10
    81       49       58         10          190         218         10
    82       27       43          9          145         173         10
    83       37       31         14          133         161         10
    84       57       29         18          120         148         10
    85       63       23          2           44          72         10
    86       21       24         28          120         148         10
    87       12       24         13           94         122         10
    88       24       58         19          112         140         10
    89       67        5         25          118         146         10
    90       37       47          6          102         130         10
    91       49       42         13           12          40         10
    92       53       43         14           50          78         10
    93       61       52          3          160         188         10
    94       57       48         23          145         173         10
    95       56       37          6          185         213         10
    96       55       54         26           32          60         10
    97        4       18         35          144         172         10
    98       26       52          9           14          42         10
    99       26       35         15          185         213         10
   100       31       67          3          118         146         10

EVENTS
# TYPE  TRIGGER_TIME  DURATION  MULTIPLIER/SEVERITY  NODES...
ACCIDENT 126.5 67.3 1.2 2 18 19 20 21 22 23 24 25 48 49 57 64 66 77 83

ACCIDENT 143.2 33.5 1.2 2 9 13 52 58 59 65 74 75 82 86 87 90 97 99

