RH06

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10           64          74         10
     2       35       17          7          155         165         10
     3       55       45         13           48          58         10
     4       55       20         19           58          68         10
     5       15       30         26          161         171         10
     6       25       30          3          105         115         10
     7       20       50          5          187         197         10
     8       10       43          9           40          50         10
     9       55       60         16           85          95         10
    10       30       60         16           30          40         10
    11       20       65         12          135         145         10
    12       50       35         19          110         120         10
    13       30       25         23          194         204         10
    14       15       10         20           80          90         10
    15       30        5          8           72          82         10
    16       10       20         19          116         126         10
    17        5       30          2          136         146         10
    18       20       40         12          193         203         10
    19       15       60         17          178         188         10
    20       45       65          9           67          77         10
    21       45       20         11          131         141         10
    22       45       10         18           89          99         10
    23       55        5         29           43          53         10
    24       65       35          3           91         101         10
    25       65       20          6           53          63         10
    26       45       30         17          194         204         10
    27       35       40         16           13          23         10
    28       41       37         16          154         164         10
    29       64       42          9           66          76         10
    30       40       60         21          102         112         10
    31       31       52         27           41          51         10
    32       35       69         23          153         163         10
    33       53       52         11           96         106         10
    34       65       55         14          114         124         10
    35       63       65          8           68          78         10
    36        2       60          5           46          56         10
    37       20       20          8           35          45         10
    38        5        5         16           43          53         10
    39       60       12         31          175         185         10
    40       40       25          9          110         120         10
    41       42        7          5           98         108         10
    42       24       12          5          172         182         10
    43       23        3          7          101         111         10
    44       11       14         18          182         192         10
    45        6       38         16           75          85         10
    46        2       48          1           43          53         10
    47        8       56         27           63          73         10
    48       13       52         36           63          73         10
    49        6       68         30           57          67         10
    50       47       47         13           18          28         10
    51       49       58         10           44          54         10
    52       27       43          9          193         203         10
    53       37       31         14          191         201         10
    54       57       29         18           42          52         10
    55       63       23          2          164         174         10
    56       53       12          6          174         184         10
    57       32       12          7          101         111         10
    58       36       26         18          193         203         10
    59       21       24         28           70          80         10
    60       17       34          3          188         198         10
    61       12       24         13           41          51         10
    62       24       58         19          179         189         10
    63       27       69         10          168         178         10
    64       15       77          9          145         155         10
    65       62       77         20          135         145         10
    66       49       73         25           69          79         10
    67       67        5         25          141         151         10
    68       56       39         36          140         150         10
    69       37       47          6          169         179         10
    70       37       56          5          178         188         10
    71       57       68         15          129         139         10
    72       47       16         25          108         118         10
    73       44       17          9          101         111         10
    74       46       13          8          147         157         10
    75       49       11         18          143         153         10
    76       49       42         13          138         148         10
    77       53       43         14           29          39         10
    78       61       52          3          161         171         10
    79       57       48         23          125         135         10
    80       56       37          6          116         126         10
    81       55       54         26           91         101         10
    82       15       47         16           57          67         10
    83       14       37         11           89          99         10
    84       11       31          7          159         169         10
    85       16       22         41          105         115         10
    86        4       18         35           35          45         10
    87       28       18         26          156         166         10
    88       26       52          9           41          51         10
    89       26       35         15           28          38         10
    90       31       67          3          149         159         10
    91       15       19          1          141         151         10
    92       22       22          2           19          29         10
    93       18       24         22          180         190         10
    94       26       27         27           88          98         10
    95       25       24         20           98         108         10
    96       22       27         11           69          79         10
    97       25       21         12          134         144         10
    98       19       21         10          184         194         10
    99       20       26          9          118         128         10
   100       18       18         17           94         104         10
