RH14_ACC

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10           22          33         10
     2       35       17          7          105         116         10
     3       55       45         13          151         162         10
     4       55       20         19          152         163         10
     5       15       30         26           50          61         10
     6       25       30          3           39          50         10
     7       20       50          5          187         198         10
     8       10       43          9          128         139         10
     9       55       60         16          130         141         10
    10       30       60         16           33          44         10
    11       20       65         12           65          76         10
    12       50       35         19           88          99         10
    13       30       25         23           55          66         10
    14       15       10         20          127         138         10
    15       30        5          8           76          87         10
    16       10       20         19          185         196         10
    17        5       30          2           54          65         10
    18       20       40         12          115         126         10
    19       15       60         17          119         130         10
    20       45       65          9           91         102         10
    21       45       20         11           90         101         10
    22       45       10         18           27          38         10
    23       55        5         29           38          49         10
    24       65       35          3          147         158         10
    25       65       20          6          105         116         10
    26       45       30         17           41          52         10
    27       35       40         16            7          18         10
    28       41       37         16          136         147         10
    29       64       42          9          161         172         10
    30       40       60         21           47          58         10
    31       31       52         27          161         172         10
    32       35       69         23          100         111         10
    33       53       52         11           46          57         10
    34       65       55         14          146         157         10
    35       63       65          8           97         108         10
    36        2       60          5           48          59         10
    37       20       20          8           21          32         10
    38        5        5         16           99         110         10
    39       60       12         31           72          83         10
    40       40       25          9           74          85         10
    41       42        7          5           34          45         10
    42       24       12          5           32          43         10
    43       23        3          7           38          49         10
    44       11       14         18          159         170         10
    45        6       38         16          117         128         10
    46        2       48          1          134         145         10
    47        8       56         27           48          59         10
    48       13       52         36           83          94         10
    49        6       68         30           59          70         10
    50       47       47         13          109         120         10
    51       49       58         10          187         198         10
    52       27       43          9          159         170         10
    53       37       31         14           77          88         10
    54       57       29         18           42          53         10
    55       63       23          2           40          51         10
    56       53       12          6           48          59         10
    57       32       12          7           36          47         10
    58       36       26         18           88          99         10
    59       21       24         28          165         176         10
    60       17       34          3           88          99         10
    61       12       24         13           56          67         10
    62       24       58         19          161         172         10
    63       27       69         10          149         160         10
    64       15       77          9          149         160         10
    65       62       77         20           50          61         10
    66       49       73         25           61          72         10
    67       67        5         25           59          70         10
    68       56       39         36          191         202         10
    69       37       47          6          170         181         10
    70       37       56          5           63          74         10
    71       57       68         15           83          94         10
    72       47       16         25          128         139         10
    73       44       17          9           56          67         10
    74       46       13          8           25          36         10
    75       49       11         18          181         192         10
    76       49       42         13          189         200         10
    77       53       43         14           70          81         10
    78       61       52          3           50          61         10
    79       57       48         23          127         138         10
    80       56       37          6          129         140         10
    81       55       54         26           59          70         10
    82       15       47         16          176         187         10
    83       14       37         11          116         127         10
    84       11       31          7           59          70         10
    85       16       22         41           61          72         10
    86        4       18         35          110         121         10
    87       28       18         26           99         110         10
    88       26       52          9          111         122         10
    89       26       35         15          115         126         10
    90       31       67          3           55          66         10
    91       15       19          1           98         109         10
    92       22       22          2           90         101         10
    93       18       24         22          141         152         10
    94       26       27         27          148         159         10
    95       25       24         20           79          90         10
    96       22       27         11          167         178         10
    97       25       21         12          139         150         10
    98       19       21         10           69          80         10
    99       20       26          9          179         190         10
   100       18       18         17          102         113         10

EVENTS
# TYPE  TRIGGER_TIME  DURATION  MULTIPLIER/SEVERITY  NODES...
ACCIDENT 116.3 66.1 1.2 2 12 24 28 29 54 68 80

ACCIDENT 126.0 16.8 5.88 5 7 11 19 36 47 48 49 52 62 64 82 88

