RCH02

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       40       50          0            0         240          0
     1       25       85         20           96         111         10
     2       22       75         30           91         106         10
     3       22       85         10          166         181         10
     4       20       80         40           59          74         10
     5       20       85         20           92         107         10
     6       18       75         20          134         149         10
     7       15       75         20          120         135         10
     8       15       80         10           39          54         10
     9       10       35         20          184         199         10
    10       10       40         30           55          70         10
    11        8       40         40          163         178         10
    12        8       45         20          143         158         10
    13        5       35         10           75          90         10
    14        5       45         10           92         107         10
    15        2       40         20          148         163         10
    16        0       40         20          158         173         10
    17        0       45         20          179         194         10
    18       44        5         20           99         114         10
    19       42       10         40          115         130         10
    20       42       15         10           81          96         10
    21       40        5         10           74          89         10
    22       40       15         40           37          52         10
    23       38        5         30           74          89         10
    24       38       15         10           95         110         10
    25       35        5         20           48          63         10
    26       95       30         30           95         110         10
    27       95       35         20           60          75         10
    28       92       30         10          165         180         10
    29       90       35         10          135         150         10
    30       88       30         10           95         110         10
    31       88       35         20          157         172         10
    32       87       30         10           58          73         10
    33       85       25         10          162         177         10
    34       85       35         30           77          92         10
    35       67       85         20          166         181         10
    36       65       85         40           69          84         10
    37       65       82         10          106         121         10
    38       62       80         30           38          53         10
    39       60       80         10          102         117         10
    40       60       85         30           80          95         10
    41       58       75         20           33          48         10
    42       55       80         10          127         142         10
    43       55       85         20           38          53         10
    44       55       82         10          112         127         10
    45       20       82         10           86         101         10
    46       18       80         10          141         156         10
    47        2       45         10          124         139         10
    48       42        5         10           89         104         10
    49       42       12         10          104         119         10
    50       72       35         30          179         194         10
    51       55       20         19          148         163         10
    52       25       30          3          133         148         10
    53       20       50          5          146         161         10
    54       55       60         16          188         203         10
    55       30       60         16          166         181         10
    56       50       35         19           65          80         10
    57       30       25         23           89         104         10
    58       15       10         20          116         131         10
    59       10       20         19           76          91         10
    60       15       60         17           27          42         10
    61       45       65          9           40          55         10
    62       65       35          3          156         171         10
    63       65       20          6          159         174         10
    64       45       30         17           55          70         10
    65       35       40         16          108         123         10
    66       41       37         16          177         192         10
    67       64       42          9           41          56         10
    68       40       60         21          198         213         10
    69       31       52         27           86         101         10
    70       35       69         23           61          76         10
    71       65       55         14          156         171         10
    72       63       65          8           93         108         10
    73        2       60          5           62          77         10
    74       20       20          8          122         137         10
    75        5        5         16          162         177         10
    76       60       12         31          142         157         10
    77       23        3          7          107         122         10
    78        8       56         27          160         175         10
    79        6       68         30           44          59         10
    80       47       47         13           60          75         10
    81       49       58         10          198         213         10
    82       27       43          9          196         211         10
    83       37       31         14           62          77         10
    84       57       29         18           66          81         10
    85       63       23          2           99         114         10
    86       21       24         28          153         168         10
    87       12       24         13          166         181         10
    88       24       58         19          127         142         10
    89       67        5         25          118         133         10
    90       37       47          6           72          87         10
    91       49       42         13           84          99         10
    92       53       43         14          154         169         10
    93       61       52          3           32          47         10
    94       57       48         23           56          71         10
    95       56       37          6          160         175         10
    96       55       54         26          162         177         10
    97        4       18         35          123         138         10
    98       26       52          9          187         202         10
    99       26       35         15           29          44         10
   100       31       67          3          179         194         10
