RE09

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
     0       35       35          0            0         230          0
     1       41       49         10           31         101         10
     2       35       17          7           18          88         10
     3       55       45         13           84         154         10
     4       55       20         19          114         184         10
     5       15       30         26           78         148         10
     6       25       30          3           30         100         10
     7       20       50          5           39         109         10
     8       10       43          9           26          96         10
     9       55       60         16          145         215         10
    10       30       60         16           90         160         10
    11       20       65         12           36         106         10
    12       50       35         19           62         132         10
    13       30       25         23          123         193         10
    14       15       10         20           32         102         10
    15       30        5          8           95         165         10
    16       10       20         19          117         187         10
    17        5       30          2          150         220         10
    18       20       40         12           16          86         10
    19       15       60         17           32         102         10
    20       45       65          9           97         167         10
    21       45       20         11           20          90         10
    22       45       10         18           62         132         10
    23       55        5         29          109         179         10
    24       65       35          3          126         196         10
    25       65       20          6           74         144         10
    26       45       30         17           34         104         10
    27       35       40         16          124         194         10
    28       41       37         16          146         216         10
    29       64       42          9           67         137         10
    30       40       60         21          125         195         10
    31       31       52         27           42         112         10
    32       35       69         23          141         211         10
    33       53       52         11           25          95         10
    34       65       55         14           58         128         10
    35       63       65          8          116         186         10
    36        2       60          5           41         111         10
    37       20       20          8          146         216         10
    38        5        5         16           42         112         10
    39       60       12         31           48         118         10
    40       40       25          9          120         190         10
    41       42        7          5           61         131         10
    42       24       12          5           64         134         10
    43       23        3          7           34         104         10
    44       11       14         18           56         126         10
    45        6       38         16          113         183         10
    46        2       48          1           35         105         10
    47        8       56         27          135         205         10
    48       13       52         36          132         202         10
    49        6       68         30           82         152         10
    50       47       47         13           92         162         10
    51       49       58         10           41         111         10
    52       27       43          9          104         174         10
    53       37       31         14          105         175         10
    54       57       29         18           23          93         10
    55       63       23          2          127         197         10
    56       53       12          6           96         166         10
    57       32       12          7           26          96         10
    58       36       26         18           26          96         10
    59       21       24         28           18          88         10
    60       17       34          3           30         100         10
    61       12       24         13          151         221         10
    62       24       58         19          155         225         10
    63       27       69         10           87         157         10
    64       15       77          9          109         179         10
    65       62       77         20           68         138         10
    66       49       73         25           40         110         10
    67       67        5         25           44         114         10
    68       56       39         36          160         230         10
    69       37       47          6          109         179         10
    70       37       56          5           32         102         10
    71       57       68         15          128         198         10
    72       47       16         25          109         179         10
    73       44       17          9           75         145         10
    74       46       13          8           80         150         10
    75       49       11         18          112         182         10
    76       49       42         13           46         116         10
    77       53       43         14           33         103         10
    78       61       52          3          116         186         10
    79       57       48         23           39         109         10
    80       56       37          6          147         217         10
    81       55       54         26          105         175         10
    82       15       47         16           94         164         10
    83       14       37         11           21          91         10
    84       11       31          7          108         178         10
    85       16       22         41           36         106         10
    86        4       18         35           35         105         10
    87       28       18         26          135         205         10
    88       26       52          9           19          89         10
    89       26       35         15          118         188         10
    90       31       67          3           32         102         10
    91       15       19          1           26          96         10
    92       22       22          2          141         211         10
    93       18       24         22           20          90         10
    94       26       27         27          116         186         10
    95       25       24         20           15          85         10
    96       22       27         11          102         172         10
    97       25       21         12           17          87         10
    98       19       21         10           49         119         10
    99       20       26          9           23          93         10
   100       18       18         17          143         213         10
